rank_pnl,trade_id,symbol,direction,entry_time_thai,thai_hour,is_user_online,schedule_status,hypothetical_net_pnl_thb,outcome,mae_pct,mfe_pct
110,BTCUSD_BASE_806,BTCUSD,SHORT,2023-02-06 19:00:00,19,True,ONLINE_CAPTURED,287.14,WIN,1.349,3.313
111,BTCUSD_BASE_1189,BTCUSD,LONG,2024-08-02 06:00:00,6,False,OFFLINE_MISSED,285.68,WIN,0.357,0.96
112,GBPUSD_BASE_1007,GBPUSD,SHORT,2023-12-07 08:00:00,8,False,OFFLINE_MISSED,284.3,WIN,0.352,0.829
113,BTCUSD_BASE_718,BTCUSD,SHORT,2022-10-11 13:00:00,13,True,ONLINE_CAPTURED,284.23,WIN,0.595,1.684
114,BTCUSD_BASE_56,BTCUSD,SHORT,2020-03-04 02:00:00,2,False,OFFLINE_MISSED,280.06,WIN,2.301,4.808
115,USDJPY_BASE_633,USDJPY,LONG,2022-06-06 11:00:00,11,True,ONLINE_CAPTURED,278.87,WIN,0.323,10.823
116,BTCUSD_BASE_1484,BTCUSD,LONG,2025-09-17 23:00:00,23,False,OFFLINE_MISSED,276.71,WIN,0.515,0.958
117,BTCUSD_BASE_251,BTCUSD,SHORT,2020-12-02 15:00:00,15,True,ONLINE_CAPTURED,269.32,WIN,0.641,1.695
118,BTCUSD_BASE_412,BTCUSD,SHORT,2021-07-24 21:00:00,21,True,ONLINE_CAPTURED,262.16,WIN,1.158,1.835
119,GBPUSD_BASE_455,GBPUSD,LONG,2021-09-22 20:00:00,20,True,ONLINE_CAPTURED,260.15,WIN,0.306,0.645
120,BTCUSD_BASE_1485,BTCUSD,SHORT,2025-09-21 05:00:00,5,False,OFFLINE_MISSED,252.84,WIN,0.448,0.868
121,BTCUSD_BASE_546,BTCUSD,LONG,2022-02-01 21:00:00,21,True,ONLINE_CAPTURED,250.4,WIN,1.333,2.542
122,GBPUSD_BASE_436,GBPUSD,LONG,2021-08-27 23:00:00,23,False,OFFLINE_MISSED,248.25,WIN,0.379,0.627
123,BTCUSD_BASE_332,BTCUSD,LONG,2021-03-28 22:00:00,22,False,OFFLINE_MISSED,239.48,WIN,1.02,1.557
124,BTCUSD_BASE_37,BTCUSD,LONG,2020-02-09 21:00:00,21,True,ONLINE_CAPTURED,223.82,WIN,2.546,5.246
125,GBPUSD_BASE_1152,GBPUSD,LONG,2024-06-10 19:00:00,19,True,ONLINE_CAPTURED,221.3,WIN,0.311,0.629
126,GBPUSD_BASE_34,GBPUSD,SHORT,2020-02-05 21:00:00,21,True,ONLINE_CAPTURED,219.55,WIN,0.343,0.528
127,BTCUSD_BASE_1521,BTCUSD,SHORT,2025-11-01 07:00:00,7,False,OFFLINE_MISSED,217.57,WIN,0.41,0.749
128,BTCUSD_BASE_1011,BTCUSD,LONG,2023-12-18 09:00:00,9,True,ONLINE_CAPTURED,217.02,WIN,0.484,0.972
129,BTCUSD_BASE_156,BTCUSD,LONG,2020-08-03 08:00:00,8,False,OFFLINE_MISSED,215.22,WIN,1.323,2.001
130,GBPUSD_BASE_499,GBPUSD,LONG,2021-12-02 15:00:00,15,True,ONLINE_CAPTURED,211.85,WIN,0.288,0.543
131,BTCUSD_BASE_1422,BTCUSD,SHORT,2025-06-29 21:00:00,21,True,ONLINE_CAPTURED,209.89,WIN,0.381,0.728
132,BTCUSD_BASE_443,BTCUSD,LONG,2021-09-06 09:00:00,9,True,ONLINE_CAPTURED,201.73,WIN,0.845,1.647
133,GBPUSD_BASE_637,GBPUSD,SHORT,2022-06-16 15:00:00,15,True,ONLINE_CAPTURED,200.3,WIN,0.376,0.507
134,BTCUSD_BASE_1566,BTCUSD,LONG,2025-12-26 02:00:00,2,False,OFFLINE_MISSED,196.35,WIN,0.317,0.747
135,BTCUSD_BASE_1276,BTCUSD,LONG,2024-11-25 16:00:00,16,False,OFFLINE_MISSED,193.29,WIN,0.377,0.596
136,BTCUSD_BASE_154,BTCUSD,LONG,2020-07-28 17:00:00,17,True,ONLINE_CAPTURED,192.6,WIN,1.305,1.879
137,GBPUSD_BASE_628,GBPUSD,LONG,2022-05-30 13:00:00,13,True,ONLINE_CAPTURED,192.25,WIN,0.304,0.495
138,BTCUSD_BASE_781,BTCUSD,SHORT,2023-01-09 16:00:00,16,False,OFFLINE_MISSED,185.5,WIN,1.077,1.695
139,GBPUSD_BASE_173,GBPUSD,SHORT,2020-08-26 02:00:00,2,False,OFFLINE_MISSED,184.2,WIN,0.256,0.424
140,BTCUSD_BASE_376,BTCUSD,LONG,2021-06-04 14:00:00,14,True,ONLINE_CAPTURED,184.08,WIN,0.778,1.35
141,US500_BASE_950,US500,LONG,2023-08-30 18:00:00,18,True,ONLINE_CAPTURED,182.37,WIN,0.421,12.99
142,GBPUSD_BASE_1095,GBPUSD,SHORT,2024-04-08 13:00:00,13,True,ONLINE_CAPTURED,181.4,WIN,0.358,0.536
143,BTCUSD_BASE_1323,BTCUSD,SHORT,2025-02-06 02:00:00,2,False,OFFLINE_MISSED,178.6,WIN,0.404,0.524
144,GBPUSD_BASE_1301,GBPUSD,LONG,2024-12-27 20:00:00,20,True,ONLINE_CAPTURED,174.75,WIN,0.496,0.541
145,BTCUSD_BASE_392,BTCUSD,LONG,2021-06-29 23:00:00,23,False,OFFLINE_MISSED,171.13,WIN,1.005,1.332
146,BTCUSD_BASE_52,BTCUSD,LONG,2020-02-26 23:00:00,23,False,OFFLINE_MISSED,166.47,WIN,2.043,3.28
147,GBPUSD_BASE_784,GBPUSD,SHORT,2023-01-12 15:00:00,15,True,ONLINE_CAPTURED,163.9,WIN,0.316,0.442
148,BTCUSD_BASE_1256,BTCUSD,SHORT,2024-11-01 16:00:00,16,False,OFFLINE_MISSED,159.94,WIN,0.367,0.523
149,BTCUSD_BASE_985,BTCUSD,LONG,2023-11-07 15:00:00,15,True,ONLINE_CAPTURED,157.03,WIN,0.751,0.911
150,BTCUSD_BASE_1231,BTCUSD,SHORT,2024-09-26 16:00:00,16,False,OFFLINE_MISSED,156.16,WIN,0.356,0.556
151,BTCUSD_BASE_7,BTCUSD,LONG,2020-01-12 16:00:00,16,False,OFFLINE_MISSED,154.92,WIN,3.901,5.165
152,BTCUSD_BASE_627,BTCUSD,LONG,2022-05-27 16:00:00,16,False,OFFLINE_MISSED,154.32,WIN,0.852,1.251
153,BTCUSD_BASE_488,BTCUSD,LONG,2021-11-19 20:00:00,20,True,ONLINE_CAPTURED,153.99,WIN,1.054,1.313
154,GBPUSD_BASE_1042,GBPUSD,SHORT,2024-01-25 16:00:00,16,False,OFFLINE_MISSED,145.7,WIN,0.364,0.444
155,BTCUSD_BASE_808,BTCUSD,SHORT,2023-02-12 23:00:00,23,False,OFFLINE_MISSED,143.23,WIN,1.954,1.918
156,GBPUSD_BASE_215,GBPUSD,SHORT,2020-10-20 11:00:00,11,True,ONLINE_CAPTURED,142.9,WIN,0.3,0.342
157,GBPUSD_BASE_225,GBPUSD,LONG,2020-11-03 15:00:00,15,True,ONLINE_CAPTURED,135.55,WIN,0.352,0.31
158,BTCUSD_BASE_885,BTCUSD,SHORT,2023-05-25 14:00:00,14,True,ONLINE_CAPTURED,131.93,WIN,0.617,0.867
159,BTCUSD_BASE_1347,BTCUSD,LONG,2025-03-15 21:00:00,21,True,ONLINE_CAPTURED,120.21,WIN,0.51,0.409
160,GBPUSD_BASE_1191,GBPUSD,LONG,2024-08-06 07:00:00,7,False,OFFLINE_MISSED,115.25,WIN,0.361,0.357
161,GBPUSD_BASE_1307,GBPUSD,LONG,2025-01-09 15:00:00,15,True,ONLINE_CAPTURED,112.8,WIN,0.424,0.37
162,BTCUSD_BASE_12,BTCUSD,SHORT,2020-01-15 10:00:00,10,True,ONLINE_CAPTURED,110.41,WIN,3.46,3.648
163,BTCUSD_BASE_1374,BTCUSD,SHORT,2025-04-23 07:00:00,7,False,OFFLINE_MISSED,107.77,WIN,0.442,0.391
164,GBPUSD_BASE_1327,GBPUSD,LONG,2025-02-12 10:00:00,10,True,ONLINE_CAPTURED,106.5,WIN,0.331,0.341
165,BTCUSD_BASE_1259,BTCUSD,LONG,2024-11-06 09:00:00,9,True,ONLINE_CAPTURED,104.89,WIN,0.394,0.354
166,US500_BASE_968,US500,SHORT,2023-09-29 21:00:00,21,True,ONLINE_CAPTURED,101.37,WIN,0.334,6.735
167,US500_BASE_328,US500,LONG,2021-03-22 19:00:00,19,True,ONLINE_CAPTURED,99.45,WIN,0.654,9.777
168,GBPUSD_BASE_944,GBPUSD,LONG,2023-08-21 06:00:00,6,False,OFFLINE_MISSED,98.8,WIN,0.335,0.296
169,GBPUSD_BASE_1456,GBPUSD,LONG,2025-08-15 19:00:00,19,True,ONLINE_CAPTURED,98.1,WIN,0.412,0.352
170,GBPUSD_BASE_78,GBPUSD,LONG,2020-04-07 21:00:00,21,True,ONLINE_CAPTURED,95.3,WIN,0.336,0.253
171,USDJPY_BASE_312,USDJPY,LONG,2021-03-04 00:00:00,0,False,OFFLINE_MISSED,92.8,WIN,0.383,3.216
172,BTCUSD_BASE_1441,BTCUSD,LONG,2025-07-24 08:00:00,8,False,OFFLINE_MISSED,89.31,WIN,0.462,0.345
173,BTCUSD_BASE_424,BTCUSD,SHORT,2021-08-08 13:00:00,13,True,ONLINE_CAPTURED,86.48,WIN,0.722,0.7
174,BTCUSD_BASE_891,BTCUSD,LONG,2023-06-05 16:00:00,16,False,OFFLINE_MISSED,84.13,WIN,0.702,0.606
175,BTCUSD_BASE_654,BTCUSD,LONG,2022-07-11 07:00:00,7,False,OFFLINE_MISSED,83.47,WIN,0.75,0.573
176,GBPUSD_BASE_41,GBPUSD,SHORT,2020-02-14 08:00:00,8,False,OFFLINE_MISSED,77.8,WIN,0.313,0.207
177,US500_BASE_691,US500,SHORT,2022-08-26 19:00:00,19,True,ONLINE_CAPTURED,76.75,WIN,0.401,6.031
178,GBPUSD_BASE_1021,GBPUSD,SHORT,2024-01-03 03:00:00,3,False,OFFLINE_MISSED,76.75,WIN,0.282,0.248
179,BTCUSD_BASE_1054,BTCUSD,LONG,2024-02-12 02:00:00,2,False,OFFLINE_MISSED,76.46,WIN,0.503,0.373
180,BTCUSD_BASE_1070,BTCUSD,SHORT,2024-02-28 19:00:00,19,True,ONLINE_CAPTURED,72.61,WIN,0.522,0.367
181,GBPUSD_BASE_729,GBPUSD,SHORT,2022-10-28 10:00:00,10,True,ONLINE_CAPTURED,72.55,WIN,0.338,0.216
182,GBPUSD_BASE_1058,GBPUSD,LONG,2024-02-16 00:00:00,0,False,OFFLINE_MISSED,72.55,WIN,0.442,0.239
183,BTCUSD_BASE_512,BTCUSD,SHORT,2021-12-19 21:00:00,21,True,ONLINE_CAPTURED,71.52,WIN,1.034,0.651
184,US500_BASE_699,US500,LONG,2022-09-12 17:00:00,17,True,ONLINE_CAPTURED,70.69,WIN,0.426,5.883
185,USDJPY_BASE_1387,USDJPY,LONG,2025-05-14 01:00:00,1,False,OFFLINE_MISSED,70.3,WIN,0.489,3.555
186,BTCUSD_BASE_403,BTCUSD,SHORT,2021-07-11 07:00:00,7,False,OFFLINE_MISSED,69.86,WIN,0.783,0.583
187,USDJPY_BASE_426,USDJPY,SHORT,2021-08-11 10:00:00,10,True,ONLINE_CAPTURED,69.4,WIN,0.352,2.85
188,USDJPY_BASE_366,USDJPY,SHORT,2021-05-17 21:00:00,21,True,ONLINE_CAPTURED,67.6,WIN,0.327,2.682
189,USDJPY_BASE_1309,USDJPY,LONG,2025-01-14 11:00:00,11,True,ONLINE_CAPTURED,67.15,WIN,0.352,3.286
190,USDJPY_BASE_266,USDJPY,LONG,2020-12-30 20:00:00,20,True,ONLINE_CAPTURED,64.45,WIN,0.307,2.43
191,USDJPY_BASE_1338,USDJPY,SHORT,2025-02-27 15:00:00,15,True,ONLINE_CAPTURED,64.22,WIN,0.389,3.253
