trade_id,symbol,direction,entry_time_utc,entry_time_thai,thai_hour,time_bucket,is_user_online,schedule_status,entry_price,initial_sl,exit_time,exit_price,exit_reason,outcome,hypothetical_net_pnl_thb,mae_price,mfe_price,mae_pct,mfe_pct
US500_BASE_15,US500,SHORT,2020-01-16 08:00:00,2020-01-16 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,3022.23,3065.65575,2020-01-16 11:00:00,3047.61,THESIS_EXIT,LOSS,-21.38,25.38,13.02772,0.84,0.431
BTCUSD_BASE_12,BTCUSD,SHORT,2020-01-15 03:00:00,2020-01-15 10:00:00,10,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,9626.06,10458.731,2020-01-16 17:00:00,9274.9,THESIS_EXIT,WIN,110.41,333.0684,351.16,3.46,3.648
USDJPY_BASE_16,USDJPY,SHORT,2020-01-16 13:00:00,2020-01-16 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,109.97,111.03775,2020-01-17 06:00:00,110.39,THESIS_EXIT,LOSS,-21.95,0.42,0.32033,0.382,0.291
BTCUSD_BASE_17,BTCUSD,LONG,2020-01-17 06:00:00,2020-01-17 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,9092.26,8176.6815,2020-01-17 08:00:00,8546.96,THESIS_EXIT,LOSS,-203.36,545.3,274.67355,5.997,3.021
BTCUSD_BASE_18,BTCUSD,SHORT,2020-01-18 10:00:00,2020-01-18 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,8932.48,9733.506,2020-01-19 02:00:00,9088.8,THESIS_EXIT,LOSS,-67.21,156.32,240.3078,1.75,2.69
BTCUSD_BASE_19,BTCUSD,LONG,2020-01-19 10:00:00,2020-01-19 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,8832.7,7889.0495,2020-01-20 08:00:00,8735.5,THESIS_EXIT,LOSS,-46.52,97.2,283.09515,1.1,3.205
USDJPY_BASE_21,USDJPY,LONG,2020-01-20 22:00:00,2020-01-21 05:00:00,5,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,110.98,110.06125,2020-01-21 10:00:00,110.63,THESIS_EXIT,LOSS,-20.38,0.35,0.27563,0.315,0.248
XAUUSD_BASE_20,XAUUSD,SHORT,2020-01-20 13:00:00,2020-01-20 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1534.36,1547.6005,2020-01-22 15:00:00,1531.94,THESIS_EXIT,LOSS,-11.65,2.42,3.97215,0.158,0.259
XAUUSD_BASE_23,XAUUSD,LONG,2020-01-23 18:00:00,2020-01-24 01:00:00,1,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1537.28,1516.07875,2020-01-24 08:00:00,1530.56,THESIS_EXIT,LOSS,-14.85,6.72,6.36038,0.437,0.414
BTCUSD_BASE_22,BTCUSD,SHORT,2020-01-22 02:00:00,2020-01-22 09:00:00,9,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,8676.92,9580.0215,2020-01-25 10:00:00,8607.93,THESIS_EXIT,WIN,11.65,361.2406,68.99,4.163,0.795
BTCUSD_BASE_24,BTCUSD,LONG,2020-01-26 07:00:00,2020-01-26 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,8921.89,8161.5765,2020-01-26 12:00:00,8345.53,THESIS_EXIT,LOSS,-214.23,576.36,228.09405,6.46,2.557
USDJPY_BASE_25,USDJPY,LONG,2020-01-27 08:00:00,2020-01-27 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,111.14,110.19975,2020-01-27 13:00:00,110.19975,STOP_LOSS_TOUCH,LOSS,-33.66,0.94025,0.28208,0.846,0.254
XAUUSD_BASE_26,XAUUSD,SHORT,2020-01-28 06:00:00,2020-01-28 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1519.42,1530.898,2020-01-28 12:00:00,1530.898,STOP_LOSS_TOUCH,LOSS,-16.52,11.478,3.4434,0.755,0.227
BTCUSD_BASE_28,BTCUSD,LONG,2020-01-29 07:00:00,2020-01-29 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,8928.83,8166.0625,2020-01-29 13:00:00,8166.0625,STOP_LOSS_TOUCH,LOSS,-279.47,762.7675,228.83025,8.543,2.563
GBPUSD_BASE_27,GBPUSD,LONG,2020-01-28 22:00:00,2020-01-29 05:00:00,5,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1.28692,1.27617,2020-01-30 01:00:00,1.28046,THESIS_EXIT,LOSS,-238.6,0.00646,0.00323,0.502,0.251
USDJPY_BASE_29,USDJPY,SHORT,2020-01-30 02:00:00,2020-01-30 09:00:00,9,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,108.51,109.5145,2020-01-30 16:00:00,109.2,THESIS_EXIT,LOSS,-28.02,0.69,0.30135,0.636,0.278
XAUUSD_BASE_30,XAUUSD,LONG,2020-01-30 14:00:00,2020-01-30 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1541.56,1531.04275,2020-01-31 12:00:00,1535.56,THESIS_EXIT,LOSS,-14.6,6.0,3.15518,0.389,0.205
BTCUSD_BASE_32,BTCUSD,LONG,2020-02-02 12:00:00,2020-02-02 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,8920.43,8041.926,2020-02-05 00:00:00,9992.01,THESIS_EXIT,WIN,362.55,351.4016,1071.58,3.939,12.013
XAUUSD_BASE_33,XAUUSD,SHORT,2020-02-05 10:00:00,2020-02-05 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1536.71,1549.03625,2020-02-05 12:00:00,1547.4,THESIS_EXIT,LOSS,-16.24,10.69,3.69788,0.696,0.241
USDJPY_BASE_31,USDJPY,LONG,2020-01-31 10:00:00,2020-01-31 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,109.0,108.223,2020-02-05 14:00:00,110.25,THESIS_EXIT,WIN,15.62,0.3108,1.25,0.285,1.147
XAUUSD_BASE_35,XAUUSD,LONG,2020-02-06 10:00:00,2020-02-06 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1545.5,1535.4195,2020-02-06 11:00:00,1535.4195,STOP_LOSS_TOUCH,LOSS,-16.03,10.0805,3.02415,0.652,0.196
BTCUSD_BASE_36,BTCUSD,LONG,2020-02-06 14:00:00,2020-02-06 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,11654.47,10512.56325,2020-02-07 13:00:00,11118.0,THESIS_EXIT,LOSS,-200.26,536.47,342.57202,4.603,2.939
GBPUSD_BASE_34,GBPUSD,SHORT,2020-02-05 14:00:00,2020-02-05 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.25508,1.26583,2020-02-10 15:00:00,1.24845,THESIS_EXIT,WIN,219.55,0.0043,0.00663,0.343,0.528
USDJPY_BASE_38,USDJPY,LONG,2020-02-11 13:00:00,2020-02-11 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,113.38,112.189,2020-02-11 17:00:00,112.42,THESIS_EXIT,LOSS,-34.1,0.96,0.3573,0.847,0.315
BTCUSD_BASE_37,BTCUSD,LONG,2020-02-09 14:00:00,2020-02-09 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,12871.87,12052.48025,2020-02-12 04:00:00,13547.07,THESIS_EXIT,WIN,223.82,327.7559,675.2,2.546,5.246
GBPUSD_BASE_40,GBPUSD,LONG,2020-02-13 04:00:00,2020-02-13 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.25008,1.24083,2020-02-13 08:00:00,1.24461,THESIS_EXIT,LOSS,-203.95,0.00547,0.00277,0.438,0.222
USDJPY_BASE_39,USDJPY,SHORT,2020-02-12 08:00:00,2020-02-12 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,112.72,113.671,2020-02-13 14:00:00,113.671,STOP_LOSS_TOUCH,LOSS,-33.9,0.951,0.2853,0.844,0.253
US500_BASE_42,US500,SHORT,2020-02-14 10:00:00,2020-02-14 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3108.22,3151.65575,2020-02-14 16:00:00,3151.65575,STOP_LOSS_TOUCH,LOSS,-27.7,43.43575,13.03073,1.397,0.419
GBPUSD_BASE_41,GBPUSD,SHORT,2020-02-14 01:00:00,2020-02-14 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1.24767,1.25742,2020-02-17 11:00:00,1.24509,THESIS_EXIT,WIN,77.8,0.0039,0.00258,0.313,0.207
US500_BASE_43,US500,LONG,2020-02-14 21:00:00,2020-02-15 04:00:00,4,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3129.14,3085.95,2020-02-17 11:00:00,3101.91,THESIS_EXIT,LOSS,-22.03,27.23,12.957,0.87,0.414
USDJPY_BASE_44,USDJPY,SHORT,2020-02-18 12:00:00,2020-02-18 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,114.27,115.4875,2020-02-18 16:00:00,115.4875,STOP_LOSS_TOUCH,LOSS,-39.89,1.2175,0.36525,1.065,0.32
BTCUSD_BASE_45,BTCUSD,LONG,2020-02-18 23:00:00,2020-02-19 06:00:00,6,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,15579.4,14693.51875,2020-02-19 09:00:00,14888.88,THESIS_EXIT,LOSS,-254.18,690.52,265.76438,4.432,1.706
US500_BASE_47,US500,LONG,2020-02-19 12:00:00,2020-02-19 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3021.64,2974.39425,2020-02-19 19:00:00,2974.39425,STOP_LOSS_TOUCH,LOSS,-29.04,47.24575,14.17373,1.564,0.469
XAUUSD_BASE_46,XAUUSD,LONG,2020-02-19 08:00:00,2020-02-19 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1492.36,1478.17625,2020-02-20 11:00:00,1493.37,THESIS_EXIT,LOSS,-12.15,1.01,4.25512,0.068,0.285
BTCUSD_BASE_48,BTCUSD,SHORT,2020-02-20 05:00:00,2020-02-20 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,14767.37,15515.0975,2020-02-23 03:00:00,13653.78,THESIS_EXIT,WIN,377.26,299.091,1113.59,2.025,7.541
USDJPY_BASE_49,USDJPY,LONG,2020-02-21 00:00:00,2020-02-21 07:00:00,7,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,115.68,114.67225,2020-02-24 12:00:00,115.37,THESIS_EXIT,LOSS,-19.48,0.31,0.30233,0.268,0.261
XAUUSD_BASE_50,XAUUSD,LONG,2020-02-24 07:00:00,2020-02-24 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1523.24,1512.1675,2020-02-26 12:00:00,1512.1675,STOP_LOSS_TOUCH,LOSS,-16.38,11.0725,3.32175,0.727,0.218
BTCUSD_BASE_52,BTCUSD,LONG,2020-02-26 16:00:00,2020-02-26 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,15589.55,14793.27325,2020-03-01 03:00:00,16100.9,THESIS_EXIT,WIN,166.47,318.5107,511.35,2.043,3.28
GBPUSD_BASE_51,GBPUSD,SHORT,2020-02-25 12:00:00,2020-02-25 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.1986,1.2081,2020-03-02 09:00:00,1.18548,THESIS_EXIT,WIN,446.7,0.0038,0.01312,0.317,1.095
XAUUSD_BASE_53,XAUUSD,LONG,2020-03-02 02:00:00,2020-03-02 09:00:00,9,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1536.17,1521.77575,2020-03-02 17:00:00,1531.09,THESIS_EXIT,LOSS,-14.28,5.08,4.31828,0.331,0.281
BTCUSD_BASE_54,BTCUSD,LONG,2020-03-02 11:00:00,2020-03-02 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,17422.24,16521.12725,2020-03-03 11:00:00,17063.14,THESIS_EXIT,LOSS,-138.19,359.1,270.33383,2.061,1.552
US500_BASE_55,US500,LONG,2020-03-02 23:00:00,2020-03-03 06:00:00,6,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3157.42,3118.7705,2020-03-03 12:00:00,3143.69,THESIS_EXIT,LOSS,-17.31,13.73,11.59485,0.435,0.367
USDJPY_BASE_57,USDJPY,LONG,2020-03-03 23:00:00,2020-03-04 06:00:00,6,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,114.15,113.104,2020-03-06 07:00:00,114.68,THESIS_EXIT,LOSS,-0.57,0.53,0.3138,0.464,0.275
BTCUSD_BASE_56,BTCUSD,SHORT,2020-03-03 19:00:00,2020-03-04 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,17386.01,18386.241,2020-03-06 15:00:00,16550.12,THESIS_EXIT,WIN,280.06,400.0924,835.89,2.301,4.808
GBPUSD_BASE_58,GBPUSD,SHORT,2020-03-06 15:00:00,2020-03-06 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,1.171,1.1835,2020-03-10 07:00:00,1.17699,THESIS_EXIT,LOSS,-222.15,0.00599,0.00375,0.512,0.32
BTCUSD_BASE_59,BTCUSD,SHORT,2020-03-08 11:00:00,2020-03-08 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,15622.31,16510.692,2020-03-11 07:00:00,14468.64,THESIS_EXIT,WIN,391.28,355.3528,1153.67,2.275,7.385
BTCUSD_BASE_61,BTCUSD,LONG,2020-03-11 12:00:00,2020-03-11 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,14322.48,13416.148,2020-03-11 15:00:00,13416.148,STOP_LOSS_TOUCH,LOSS,-329.72,906.332,271.8996,6.328,1.898
XAUUSD_BASE_62,XAUUSD,LONG,2020-03-12 04:00:00,2020-03-12 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1580.45,1571.74575,2020-03-12 07:00:00,1574.34,THESIS_EXIT,LOSS,-14.64,6.11,2.61128,0.387,0.165
GBPUSD_BASE_60,GBPUSD,LONG,2020-03-11 08:00:00,2020-03-11 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.18267,1.17292,2020-03-12 14:00:00,1.17292,STOP_LOSS_TOUCH,LOSS,-353.75,0.00975,0.00292,0.824,0.247
GBPUSD_BASE_63,GBPUSD,SHORT,2020-03-13 09:00:00,2020-03-13 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,1.18294,1.19369,2020-03-13 12:00:00,1.18983,THESIS_EXIT,LOSS,-253.65,0.00689,0.00323,0.582,0.273
US500_BASE_65,US500,LONG,2020-03-16 00:00:00,2020-03-16 07:00:00,7,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3134.83,3098.02025,2020-03-18 10:00:00,3148.19,THESIS_EXIT,LOSS,-7.82,13.36,11.04292,0.426,0.352
USDJPY_BASE_66,USDJPY,LONG,2020-03-18 12:00:00,2020-03-18 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,116.86,115.84425,2020-03-18 14:00:00,116.19,THESIS_EXIT,LOSS,-27.58,0.67,0.30472,0.573,0.261
BTCUSD_BASE_64,BTCUSD,LONG,2020-03-14 17:00:00,2020-03-15 00:00:00,0,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,14108.24,13075.112,2020-03-19 12:00:00,16943.45,THESIS_EXIT,WIN,979.82,413.2512,2835.21,2.929,20.096
GBPUSD_BASE_68,GBPUSD,LONG,2020-03-19 19:00:00,2020-03-20 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1.18545,1.1752,2020-03-20 05:00:00,1.18103,THESIS_EXIT,LOSS,-167.2,0.00442,0.00308,0.373,0.259
USDJPY_BASE_67,USDJPY,SHORT,2020-03-19 04:00:00,2020-03-19 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,116.41,117.24175,2020-03-24 13:00:00,116.28,THESIS_EXIT,LOSS,-9.58,0.13,0.24952,0.112,0.214
USDJPY_BASE_70,USDJPY,LONG,2020-03-25 13:00:00,2020-03-25 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,117.3,115.978,2020-03-26 09:00:00,116.43,THESIS_EXIT,LOSS,-32.07,0.87,0.3966,0.742,0.338
BTCUSD_BASE_69,BTCUSD,LONG,2020-03-21 16:00:00,2020-03-21 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,19804.23,18749.83025,2020-03-28 00:00:00,21751.76,THESIS_EXIT,WIN,669.14,421.7599,1947.53,2.13,9.834
BTCUSD_BASE_72,BTCUSD,SHORT,2020-03-29 05:00:00,2020-03-29 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,21315.44,21997.98375,2020-03-30 11:00:00,21482.1,THESIS_EXIT,LOSS,-70.83,166.66,204.76313,0.782,0.961
USDJPY_BASE_71,USDJPY,SHORT,2020-03-26 13:00:00,2020-03-26 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,116.51,118.01825,2020-03-30 13:00:00,117.26,THESIS_EXIT,LOSS,-29.38,0.75,0.45248,0.644,0.388
BTCUSD_BASE_73,BTCUSD,LONG,2020-03-31 01:00:00,2020-03-31 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,21490.4,20654.434,2020-03-31 11:00:00,21062.85,THESIS_EXIT,LOSS,-162.14,427.55,250.7898,1.989,1.167
USDJPY_BASE_74,USDJPY,LONG,2020-03-31 04:00:00,2020-03-31 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,117.18,116.16325,2020-04-01 14:00:00,117.27,THESIS_EXIT,LOSS,-10.48,0.09,0.30503,0.077,0.26
BTCUSD_BASE_76,BTCUSD,LONG,2020-04-02 11:00:00,2020-04-02 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,22580.91,21820.2755,2020-04-02 12:00:00,21820.2755,STOP_LOSS_TOUCH,LOSS,-278.72,760.6345,228.19035,3.368,1.011
XAUUSD_BASE_75,XAUUSD,LONG,2020-03-31 19:00:00,2020-04-01 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1539.01,1526.39325,2020-04-07 10:00:00,1596.25,THESIS_EXIT,WIN,7.53,5.0467,57.24,0.328,3.719
US500_BASE_77,US500,SHORT,2020-04-02 15:00:00,2020-04-02 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3266.99,3320.63875,2020-04-08 03:00:00,3265.07,THESIS_EXIT,LOSS,-11.83,1.92,16.09462,0.059,0.493
USDJPY_BASE_79,USDJPY,LONG,2020-04-08 05:00:00,2020-04-08 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,117.41,116.324,2020-04-08 15:00:00,116.8,THESIS_EXIT,LOSS,-26.22,0.61,0.3258,0.52,0.277
GBPUSD_BASE_78,GBPUSD,LONG,2020-04-07 14:00:00,2020-04-07 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.21966,1.20941,2020-04-09 07:00:00,1.22274,THESIS_EXIT,WIN,95.3,0.0041,0.00308,0.336,0.253
XAUUSD_BASE_80,XAUUSD,LONG,2020-04-09 00:00:00,2020-04-09 07:00:00,7,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1606.53,1592.93925,2020-04-09 17:00:00,1599.35,THESIS_EXIT,LOSS,-15.01,7.18,4.07723,0.447,0.254
US500_BASE_81,US500,LONG,2020-04-09 15:00:00,2020-04-09 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3313.88,3267.16025,2020-04-10 15:00:00,3285.45,THESIS_EXIT,LOSS,-22.45,28.43,14.01593,0.858,0.423
USDJPY_BASE_82,USDJPY,LONG,2020-04-10 16:00:00,2020-04-10 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,118.19,116.96425,2020-04-15 09:00:00,118.99,THESIS_EXIT,WIN,5.5,0.4903,0.8,0.415,0.677
BTCUSD_BASE_83,BTCUSD,LONG,2020-04-12 20:00:00,2020-04-13 03:00:00,3,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,19811.14,19037.08575,2020-04-15 14:00:00,21434.72,THESIS_EXIT,WIN,555.75,309.6217,1623.58,1.563,8.195
USDJPY_BASE_85,USDJPY,SHORT,2020-04-17 05:00:00,2020-04-17 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,119.13,120.1795,2020-04-17 11:00:00,120.1795,STOP_LOSS_TOUCH,LOSS,-36.11,1.0495,0.31485,0.881,0.264
BTCUSD_BASE_86,BTCUSD,LONG,2020-04-18 14:00:00,2020-04-18 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,20708.3,19721.40175,2020-04-19 11:00:00,20435.1,THESIS_EXIT,LOSS,-108.12,273.2,296.06947,1.319,1.43
BTCUSD_BASE_87,BTCUSD,SHORT,2020-04-19 14:00:00,2020-04-19 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,20765.89,21555.335,2020-04-20 14:00:00,21180.0,THESIS_EXIT,LOSS,-157.44,414.11,236.8335,1.994,1.14
BTCUSD_BASE_88,BTCUSD,LONG,2020-04-21 01:00:00,2020-04-21 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,20840.67,20017.9855,2020-04-22 09:00:00,20742.87,THESIS_EXIT,LOSS,-46.73,97.8,246.80535,0.469,1.184
GBPUSD_BASE_84,GBPUSD,SHORT,2020-04-16 16:00:00,2020-04-16 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,1.27272,1.28097,2020-04-23 04:00:00,1.24779,THESIS_EXIT,WIN,860.05,0.0033,0.02493,0.259,1.959
BTCUSD_BASE_89,BTCUSD,SHORT,2020-04-24 03:00:00,2020-04-24 10:00:00,10,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,20738.41,21634.508,2020-04-26 11:00:00,21351.01,THESIS_EXIT,LOSS,-226.91,612.6,268.8294,2.954,1.296
XAUUSD_BASE_91,XAUUSD,SHORT,2020-04-27 09:00:00,2020-04-27 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,1621.51,1632.273,2020-04-27 22:00:00,1625.76,THESIS_EXIT,LOSS,-13.99,4.25,3.2289,0.262,0.199
US500_BASE_92,US500,SHORT,2020-04-28 10:00:00,2020-04-28 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3094.94,3135.4305,2020-04-28 15:00:00,3134.2,THESIS_EXIT,LOSS,-26.24,39.26,12.14715,1.269,0.392
