step_id,norm_open,norm_high,norm_low,norm_close,norm_volume
T_00048,102.8756,102.9032,102.8111,102.8479,2.6
T_00049,102.8479,102.894,102.8111,102.8203,2.67
T_00050,102.8203,102.8848,102.1935,102.5899,3.61
T_00051,102.5899,102.7281,102.4147,102.5622,2.66
T_00052,102.5622,102.894,102.4977,102.6912,3.14
T_00053,102.6912,102.7558,102.6267,102.7373,2.73
T_00054,102.7373,102.894,102.682,102.7926,2.74
T_00055,102.7926,102.9585,102.3871,102.5899,3.5
T_00056,102.5899,102.6544,102.3779,102.5161,2.86
T_00057,102.5161,102.5899,102.5161,102.5253,2.56
T_00058,102.5253,102.6452,102.2765,102.2765,3.73
T_00059,102.2765,102.4608,102.2581,102.3871,3.03
T_00060,102.3871,103.0876,102.0,102.0461,4.19
T_00061,102.0461,102.1106,101.8986,102.0461,2.51
T_00062,102.0461,103.1244,101.9078,102.6452,5.46
T_00063,102.6452,102.6544,102.5161,102.6267,2.63
T_00064,102.6267,102.7373,102.553,102.6728,2.75
T_00065,102.6728,102.8295,102.2765,102.4885,3.42
T_00066,102.4885,102.5253,102.3687,102.5253,2.69
T_00067,102.5253,102.553,102.4977,102.4977,2.65
T_00068,102.4977,102.5346,102.3779,102.4516,2.76
T_00069,102.4516,102.7097,102.2673,102.5899,3.21
T_00070,102.5899,102.6175,102.1198,102.2212,4.35
T_00071,102.2212,102.3594,102.1198,102.3226,2.99
T_00072,102.3226,102.4885,102.1751,102.1935,3.14
T_00073,102.1935,102.2765,102.1659,102.2304,2.67
T_00074,102.2304,102.2396,101.8802,102.0737,3.27
T_00075,102.0737,102.2488,102.0184,102.1659,2.96
T_00076,102.1659,102.2028,102.0369,102.1106,2.8
T_00077,102.1106,102.2028,101.5853,101.8249,3.89
T_00078,101.8249,101.9355,101.5484,101.7512,2.86
T_00079,101.7512,102.129,101.5853,101.9447,3.43
T_00080,101.9447,102.0184,101.7696,101.9908,2.73
T_00081,101.9908,102.0369,101.8157,101.8986,2.96
T_00082,101.8986,102.2857,101.6498,101.7051,3.45
T_00083,101.7051,101.8157,101.5115,101.7512,2.73
T_00084,101.7512,101.788,101.6037,101.7327,2.61
T_00085,101.7327,102.4332,101.6774,101.9171,3.41
T_00086,101.9171,102.1751,101.1521,101.6313,3.91
T_00087,101.6313,101.7604,101.2995,101.7235,2.95
T_00088,101.7235,101.9263,101.2074,101.3088,4.56
T_00089,101.3088,101.4839,101.106,101.1705,3.2
T_00090,101.1705,101.3364,101.1521,101.2166,2.74
T_00091,101.2166,101.3641,101.0783,101.1705,2.76
T_00092,101.1705,101.2074,100.8387,101.0968,2.85
T_00093,101.0968,101.2535,101.0046,101.2166,3.07
T_00094,101.2166,101.3364,100.9677,101.318,3.03
T_00095,101.318,101.4747,101.1521,101.2811,2.7
T_00096,101.2811,101.3456,101.106,101.1982,2.92
T_00097,101.1982,101.3733,101.1797,101.3456,3.21
T_00098,101.3456,101.3825,101.3272,101.3456,2.51
T_00099,101.3456,101.6866,101.3456,101.5207,3.36
T_00100,101.5207,101.6774,101.5023,101.5853,2.79
T_00101,101.5853,101.7051,101.106,101.2903,3.94
T_00102,101.2903,101.5853,101.2166,101.4839,3.42
T_00103,101.4839,101.5668,101.3825,101.4839,2.53
T_00104,101.4839,102.1106,101.2811,101.7327,3.72
T_00105,101.7327,101.8065,101.447,101.6129,3.09
T_00106,101.6129,102.3041,101.5853,102.0276,4.52
T_00107,102.0276,102.0553,101.7972,101.8618,3.32
T_00108,101.8618,101.9908,100.7926,101.1797,5.89
T_00109,101.1797,101.4101,100.9862,101.1613,2.6
T_00110,101.1613,101.3548,101.0323,101.1705,2.54
T_00111,101.1705,101.3456,100.8111,100.8664,4.0
T_00112,100.8664,101.0415,100.6912,100.7926,2.87
T_00113,100.7926,100.8848,100.6083,100.7742,2.58
T_00114,100.7742,100.8479,100.6267,100.7097,2.84
T_00115,100.7097,100.8203,100.7005,100.7465,2.72
T_00116,100.7465,100.7926,100.7005,100.7465,2.5
T_00117,100.7465,100.894,100.553,100.6359,3.06
T_00118,100.6359,100.7189,100.6083,100.7005,2.82
T_00119,100.7005,100.7373,100.6359,100.6636,2.71
T_00120,100.6636,101.4931,100.5069,101.0415,4.37
T_00121,101.0415,101.3088,100.9401,101.2166,3.37
T_00122,101.2166,101.2258,101.1521,101.1982,2.6
T_00123,101.1982,101.3364,100.9217,101.0691,3.17
T_00124,101.0691,101.2166,100.8295,101.1705,2.99
T_00125,101.1705,101.4009,101.0138,101.3364,3.33
T_00126,101.3364,101.53,101.1705,101.2258,3.03
T_00127,101.2258,101.4286,101.0046,101.1336,3.0
T_00128,101.1336,101.1613,101.0415,101.0876,2.71
T_00129,101.0876,101.106,100.8479,100.9862,3.01
T_00130,100.9862,101.8525,100.1935,101.6037,5.54
T_00131,101.6037,101.788,101.2074,101.4562,3.23
T_00132,101.4562,101.5023,101.3088,101.4378,2.59
T_00133,101.4378,101.7143,101.1705,101.2903,3.25
T_00134,101.2903,101.9078,101.2166,101.4839,3.47
T_00135,101.4839,101.871,101.4562,101.6866,3.5
T_00136,101.6866,101.7788,101.4562,101.5115,3.38
T_00137,101.5115,101.6682,101.447,101.5484,2.67
T_00138,101.5484,101.8525,101.3641,101.7051,3.26
T_00139,101.7051,101.8525,101.6313,101.8065,3.02
T_00140,101.8065,102.1843,101.4654,102.0092,3.47
T_00141,102.0092,102.0737,101.5484,101.8433,3.31
T_00142,101.8433,101.9078,101.6406,101.6959,3.24
T_00143,101.6959,101.7327,101.4654,101.5023,3.47
T_00144,101.5023,101.5207,101.2627,101.4194,2.9
T_00145,101.4194,101.4747,101.3364,101.4101,2.57
T_00146,101.4101,101.4654,101.3917,101.4009,2.55
T_00147,101.4009,101.576,101.3548,101.576,3.35
T_00148,101.576,101.7972,101.1889,101.4101,3.29
T_00149,101.4101,101.5023,101.1521,101.2166,3.45
T_00150,101.2166,101.659,101.2166,101.4931,3.85
T_00151,101.4931,101.5207,101.2535,101.3364,3.28
T_00152,101.3364,101.7419,101.3088,101.5115,3.33
T_00153,101.5115,101.7512,101.0691,101.1613,4.22
T_00154,101.1613,101.318,101.0599,101.2995,3.2
T_00155,101.2995,101.4378,101.235,101.3548,2.74
T_00156,101.3548,101.4654,100.6175,101.0507,3.99
T_00157,101.0507,101.1705,99.9724,100.341,6.03
T_00158,100.341,100.3594,100.2673,100.3318,2.55
T_00159,100.3318,100.4332,100.0645,100.1475,3.42
T_00160,100.1475,100.1843,99.8986,100.1106,2.68
T_00161,100.1106,100.3779,99.8802,99.9355,3.36
T_00162,99.9355,99.9908,99.8157,99.9447,2.54
T_00163,99.9447,100.0461,99.8986,99.9908,2.7
T_00164,99.9908,100.0092,99.8433,99.9447,2.73
T_00165,99.9447,100.0092,99.7696,99.8065,3.17
T_00166,99.8065,100.1567,99.4839,99.9355,3.15
T_00167,99.9355,100.0369,99.8065,99.9263,2.58
T_00168,99.9263,100.0553,99.8157,100.0369,3.03
T_00169,100.0369,100.1843,99.9171,100.129,2.97
T_00170,100.129,100.4055,100.0553,100.2857,3.26
T_00171,100.2857,101.2535,100.2673,100.765,4.87
T_00172,100.765,101.0968,100.6267,100.9862,3.57
T_00173,100.9862,101.0968,100.9124,100.9124,2.84
T_00174,100.9124,101.1982,100.8664,101.1521,3.67
T_00175,101.1521,101.2442,101.0691,101.1152,2.7
T_00176,101.1152,101.1244,100.6728,100.8479,3.8
T_00177,100.8479,101.318,100.1198,100.1935,5.74
T_00178,100.1935,100.4332,99.8249,100.0184,3.36
T_00179,100.0184,100.5346,99.4562,100.2304,3.53
T_00180,100.2304,100.6544,100.0276,100.6175,4.39
T_00181,100.6175,100.9677,100.47,100.8203,3.49
T_00182,100.8203,101.0876,100.5714,100.765,2.78
T_00183,100.765,100.8664,100.682,100.8479,2.94
T_00184,100.8479,100.9124,100.6267,100.765,2.92
T_00185,100.765,101.106,100.5991,100.9124,3.22
T_00186,100.9124,101.0138,100.8018,100.8664,2.73
T_00187,100.8664,100.9493,100.8018,100.9401,2.85
T_00188,100.9401,101.235,100.8756,101.0415,2.99
T_00189,101.0415,101.0599,100.9585,101.023,2.59
T_00190,101.023,101.2811,100.8203,101.2627,3.67
T_00191,101.2627,101.2995,101.0783,101.2074,2.79
T_00192,101.2074,101.4654,101.1336,101.3548,3.22
T_00193,101.3548,101.4839,101.2627,101.2811,2.88
T_00194,101.2811,101.6313,101.023,101.1336,3.22
T_00195,101.1336,101.1336,100.7097,100.8756,3.79
T_00196,100.8756,101.1152,100.4516,100.5622,4.04
T_00197,100.5622,100.6544,100.4516,100.5714,2.53
T_00198,100.5714,100.8571,100.1751,100.424,3.23
T_00199,100.424,100.7189,100.0737,100.1751,3.71
T_00200,100.1751,100.3502,100.0,100.0737,3.02
T_00201,100.0737,100.5899,99.8618,100.3226,3.7
T_00202,100.3226,100.3226,99.9263,100.0184,3.98
T_00203,100.0184,100.0737,99.8525,100.0276,2.54
T_00204,100.0276,100.5806,99.9539,100.1198,2.94
T_00205,100.1198,101.1705,100.0922,100.9217,6.45
T_00206,100.9217,101.0968,100.682,100.9493,2.65
T_00207,100.9493,101.2903,100.9032,101.0507,2.96
T_00208,101.0507,101.0507,100.8203,100.9124,3.17
T_00209,100.9124,101.0783,100.8848,101.0507,3.17
T_00210,101.0507,101.1613,100.9217,100.9677,2.92
T_00211,100.9677,100.9677,100.8018,100.8571,3.04
T_00212,100.8571,100.9217,100.7926,100.8756,2.58
T_00213,100.8756,101.023,100.6728,100.894,2.58
T_00214,100.894,100.977,100.3963,100.7465,3.21
T_00215,100.7465,100.8018,100.7097,100.765,2.57
T_00216,100.765,100.8387,100.6083,100.6544,3.05
T_00217,100.6544,100.8203,100.6175,100.765,3.04
T_00218,100.765,100.9217,100.3502,100.6452,3.1
T_00219,100.6452,100.7189,99.9724,100.2488,4.46
T_00220,100.2488,100.3502,100.1198,100.3318,2.89
T_00221,100.3318,100.6728,100.0922,100.5991,3.83
T_00222,100.5991,100.8664,100.4608,100.8387,3.69
T_00223,100.8387,101.3272,100.682,101.0599,3.58
T_00224,101.0599,101.6959,100.8387,101.5853,5.07
T_00225,101.5853,101.9908,101.2719,101.9078,4.1
T_00226,101.9078,102.129,101.7051,102.0922,3.4
T_00227,102.0922,102.1659,101.7143,102.0092,2.92
T_00228,102.0092,102.0737,101.4009,101.7327,3.85
T_00229,101.7327,101.7788,101.6866,101.7604,2.62
T_00230,101.7604,101.9355,101.6774,101.9355,3.34
T_00231,101.9355,102.0461,101.8065,101.871,2.82
T_00232,101.871,102.2765,101.3272,101.6129,3.76
T_00233,101.6129,101.6313,101.5945,101.6129,2.53
T_00234,101.6129,101.8433,100.9862,101.3088,4.0
T_00235,101.3088,101.5023,101.1889,101.4101,3.01
T_00236,101.4101,101.4839,101.3917,101.447,2.66
T_00237,101.447,101.8157,101.3641,101.6682,3.62
T_00238,101.6682,101.6959,101.4562,101.5392,3.14
T_00239,101.5392,101.5484,101.4839,101.5115,2.68
T_00240,101.5115,101.6129,101.2166,101.4009,3.01
T_00241,101.4009,101.4931,101.4009,101.4009,2.51
T_00242,101.4009,101.8157,100.9677,101.6774,3.85
T_00243,101.6774,101.9447,101.5115,101.6221,2.79
T_00244,101.6221,101.7604,101.5392,101.7327,3.03
T_00245,101.7327,101.8249,101.5392,101.6774,2.75
T_00246,101.6774,101.8525,101.6221,101.6682,2.57
T_00247,101.6682,101.8618,101.5023,101.8525,3.42
T_00248,101.8525,102.0,101.1244,101.3641,4.94
T_00249,101.3641,101.5945,101.2811,101.5576,3.44
T_00250,101.5576,101.7696,101.3548,101.6406,2.91
T_00251,101.6406,101.9171,101.3825,101.8065,3.33
T_00252,101.8065,101.8525,101.5484,101.6221,3.42
T_00253,101.6221,101.9171,101.576,101.7696,3.24
T_00254,101.7696,101.9078,101.2903,101.4654,4.04
T_00255,101.4654,101.6682,101.2535,101.5853,3.08
T_00256,101.5853,101.7143,101.2074,101.2811,3.98
T_00257,101.2811,101.5115,101.0323,101.4654,3.4
T_00258,101.4654,101.6682,101.3272,101.5484,2.88
T_00259,101.5484,101.7143,101.4747,101.5115,2.65
T_00260,101.5115,101.53,101.5023,101.5023,2.57
T_00261,101.5023,101.6313,101.2719,101.3456,3.25
T_00262,101.3456,101.3641,101.318,101.3364,2.57
T_00263,101.3364,101.4101,100.9493,101.0783,3.77
T_00264,101.0783,101.1982,101.0415,101.0968,2.61
T_00265,101.0968,101.1336,100.6083,100.8295,3.82
T_00266,100.8295,101.2166,100.6175,101.0046,3.36
T_00267,101.0046,101.2074,100.9493,101.0507,2.7
T_00268,101.0507,101.2074,101.0415,101.1797,3.14
T_00269,101.1797,101.9263,100.8295,101.5853,4.47
T_00270,101.5853,101.788,101.4654,101.4839,3.01
T_00271,101.4839,101.6221,101.3272,101.3548,3.14
T_00272,101.3548,101.4562,101.0046,101.2074,3.22
T_00273,101.2074,101.2903,101.023,101.1244,2.91
T_00274,101.1244,101.3641,101.023,101.1889,2.8
T_00275,101.1889,101.4562,101.1152,101.3456,3.25
T_00276,101.3456,101.4378,101.2258,101.3641,2.59
T_00277,101.3641,101.3733,101.1613,101.1705,3.47
T_00278,101.1705,101.2995,101.1336,101.2903,3.11
T_00279,101.2903,101.3641,101.1613,101.2166,2.88
T_00280,101.2166,101.3733,100.977,101.0691,3.21
T_00281,101.0691,101.4839,100.9309,101.318,3.71
T_00282,101.318,101.659,101.2719,101.4286,3.03
T_00283,101.4286,101.5576,101.2166,101.318,3.04
T_00284,101.318,101.5115,101.0968,101.4286,3.05
T_00285,101.4286,101.5392,101.2442,101.5023,2.84
T_00286,101.5023,101.7143,101.4562,101.6774,3.38
T_00287,101.6774,101.8249,101.6498,101.7419,2.81
T_00288,101.7419,101.9908,101.6682,101.7051,2.69
T_00289,101.7051,102.0092,101.6866,101.8894,3.38
T_00290,101.8894,102.1843,101.4562,101.6498,3.68
T_00291,101.6498,102.0553,101.0968,101.447,3.51
T_00292,101.447,101.9539,101.1521,101.6129,3.34
T_00293,101.6129,102.3318,101.5392,102.2304,5.51
T_00294,102.2304,103.5115,102.0645,102.8111,5.36
T_00295,102.8111,103.2258,102.4055,102.4332,4.34
T_00296,102.4332,102.9124,101.4654,102.0184,4.59
T_00297,102.0184,102.3318,101.7604,102.2304,3.56
T_00298,102.2304,102.3041,102.1106,102.2857,2.77
T_00299,102.2857,102.5253,102.1198,102.4608,3.35
T_00300,102.4608,102.6083,102.3041,102.4332,2.64
T_00301,102.4332,102.5806,102.3318,102.341,2.96
T_00302,102.341,102.5438,102.0829,102.4332,2.94
T_00303,102.4332,102.5253,102.4147,102.5161,2.94
T_00304,102.5161,102.5714,102.3226,102.341,3.4
T_00305,102.341,102.47,102.3226,102.3687,2.65
T_00306,102.3687,102.3871,102.2212,102.2857,2.94
T_00307,102.2857,102.5622,102.1843,102.4885,3.51
T_00308,102.4885,102.6175,102.3041,102.3041,3.42
T_00309,102.3041,102.7465,102.2028,102.4885,3.41
T_00310,102.4885,102.5253,102.212,102.3594,3.16
T_00311,102.3594,102.4055,102.1475,102.3134,2.73
T_00312,102.3134,102.3963,102.1935,102.2028,3.01
T_00313,102.2028,102.7097,102.1382,102.4608,3.75
T_00314,102.4608,102.6083,102.3963,102.4608,2.53
T_00315,102.4608,102.5806,102.0184,102.2212,3.65
T_00316,102.2212,102.3318,102.1567,102.2857,2.8
T_00317,102.2857,102.2949,102.1014,102.2673,2.62
T_00318,102.2673,102.5806,102.2304,102.3687,3.0
T_00319,102.3687,102.7189,101.8802,102.5161,3.24
T_00320,102.5161,102.8756,102.4424,102.7097,3.45
T_00321,102.7097,102.7926,102.1014,102.2304,4.9
T_00322,102.2304,102.2673,102.0645,102.1198,3.03
T_00323,102.1198,102.2396,102.0553,102.1382,2.6
T_00324,102.1382,102.2949,102.1382,102.212,2.82
T_00325,102.212,102.3318,102.1935,102.2212,2.54
T_00326,102.2212,102.3779,102.0737,102.2396,2.62
T_00327,102.2396,102.2857,102.1935,102.2857,2.71
T_00328,102.2857,102.4885,102.2396,102.4424,3.26
T_00329,102.4424,102.4608,102.341,102.3594,2.9
T_00330,102.3594,102.4608,102.2673,102.3502,2.56
T_00331,102.3502,102.4424,102.2304,102.2581,2.94
T_00332,102.2581,102.3871,102.212,102.3041,2.71
T_00333,102.3041,102.3134,102.1567,102.2857,2.61
T_00334,102.2857,102.341,102.1475,102.2673,2.58
T_00335,102.2673,102.3318,102.1659,102.3226,2.77
T_00336,102.3226,102.4424,102.2212,102.3871,2.79
T_00337,102.3871,102.5253,102.1567,102.1659,3.56
T_00338,102.1659,102.2581,101.8525,102.0645,3.02
T_00339,102.0645,102.0829,101.9447,101.9631,3.01
T_00340,101.9631,102.4424,101.5853,101.6866,3.87
T_00341,101.6866,101.7512,101.1797,101.2995,4.4
T_00342,101.2995,101.318,101.0323,101.1429,3.29
T_00343,101.1429,101.2627,100.553,100.7005,4.68
T_00344,100.7005,100.894,100.3871,100.8387,3.19
T_00345,100.8387,100.9401,100.6452,100.8387,2.52
T_00346,100.8387,101.0046,100.7742,100.9032,2.81
T_00347,100.9032,100.9124,100.7005,100.8664,2.68
T_00348,100.8664,100.894,100.7834,100.8111,2.81
T_00349,100.8111,100.8479,100.8018,100.8387,2.66
T_00350,100.8387,100.9032,100.6175,100.7281,3.06
T_00351,100.7281,100.7281,100.6728,100.6912,2.67
T_00352,100.6912,100.7281,100.6452,100.7005,2.51
T_00353,100.7005,101.1244,100.5069,100.8848,3.42
T_00354,100.8848,100.9124,100.4885,100.7189,3.35
T_00355,100.7189,100.9217,100.47,100.5253,3.46
T_00356,100.5253,100.5806,100.2581,100.424,3.0
T_00357,100.424,100.5346,100.2488,100.4885,2.81
T_00358,100.4885,100.6083,100.2857,100.3502,3.15
T_00359,100.3502,100.5438,100.2304,100.4147,2.77
T_00360,100.4147,100.5161,100.3502,100.4885,2.88
T_00361,100.4885,100.5806,100.3318,100.4516,2.68
T_00362,100.4516,100.5161,100.0645,100.1198,4.16
T_00363,100.1198,100.1198,100.0461,100.1014,2.61
T_00364,100.1014,100.2396,99.9078,100.0184,2.91
T_00365,100.0184,100.0922,99.9447,100.0645,2.73
T_00366,100.0645,100.1935,99.9078,100.1935,3.12
T_00367,100.1935,100.2765,99.5207,99.7512,4.68
T_00368,99.7512,100.0737,99.5023,100.0737,4.07
T_00369,100.0737,100.0829,99.8249,100.0,2.86
T_00370,100.0,100.1198,99.5115,99.788,3.54
T_00371,99.788,99.8802,99.7419,99.8157,2.66
T_00372,99.8157,99.9263,99.7604,99.8249,2.52
T_00373,99.8249,99.9908,99.5207,99.5207,3.99
T_00374,99.5207,99.659,99.3917,99.4654,2.8
T_00375,99.4654,99.53,99.235,99.3548,3.04
T_00376,99.3548,99.5392,99.2627,99.4378,2.92
T_00377,99.4378,99.6774,99.4378,99.6221,3.38
T_00378,99.6221,99.7327,99.2811,99.4654,3.29
T_00379,99.4654,99.6406,99.3641,99.4931,2.66
T_00380,99.4931,99.5207,99.4839,99.5023,2.52
T_00381,99.5023,99.7512,99.318,99.3272,3.37
T_00382,99.3272,99.4009,99.2719,99.3733,2.73
T_00383,99.3733,99.3825,99.0876,99.2719,3.0
T_00384,99.2719,99.9355,98.7373,99.6866,4.54
T_00385,99.6866,99.9908,99.6221,99.8065,3.08
T_00386,99.8065,99.9171,99.5207,99.9078,3.01
T_00387,99.9078,100.3134,99.7235,100.1198,3.54
T_00388,100.1198,100.4885,99.7604,100.2673,3.22
T_00389,100.2673,101.1797,99.8433,100.8571,5.4
T_00390,100.8571,101.7051,100.3318,101.2811,4.57
T_00391,101.2811,101.3917,100.9401,100.9585,4.09
T_00392,100.9585,100.977,100.8203,100.8848,2.86
T_00393,100.8848,101.0599,100.7189,101.0415,3.24
T_00394,101.0415,101.0968,101.023,101.0691,2.65
T_00395,101.0691,101.4562,100.8571,101.2995,3.65
T_00396,101.2995,101.2995,101.2258,101.2258,2.89
T_00397,101.2258,101.3456,101.0415,101.2166,2.56
T_00398,101.2166,101.5023,101.1982,101.2811,2.81
T_00399,101.2811,101.5115,101.0507,101.4286,3.21
T_00400,101.4286,101.447,101.3548,101.4378,2.55
T_00401,101.4378,101.5392,101.3733,101.5023,2.81
T_00402,101.5023,101.9539,101.4286,101.7327,3.65
T_00403,101.7327,102.0276,101.4747,101.5853,3.24
T_00404,101.5853,101.8065,101.4562,101.7235,3.19
T_00405,101.7235,101.8341,101.7235,101.788,2.81
T_00406,101.788,103.1797,101.7143,102.4608,5.81
T_00407,102.4608,102.5438,102.4516,102.47,2.51
T_00408,102.47,103.0783,101.8802,102.0553,4.54
T_00409,102.0553,102.4885,101.8157,102.3502,3.96
T_00410,102.3502,102.5622,101.9078,102.129,3.62
T_00411,102.129,102.9032,102.0,102.2765,3.25
T_00412,102.2765,102.7373,102.1659,102.4147,3.16
T_00413,102.4147,102.4608,102.2581,102.3963,2.59
T_00414,102.3963,102.9032,102.3687,102.6452,3.71
T_00415,102.6452,102.6912,102.5714,102.5899,2.75
T_00416,102.5899,102.7926,102.5622,102.6912,2.98
T_00417,102.6912,102.8295,102.6544,102.7189,2.65
T_00418,102.7189,102.9954,102.5346,102.8111,2.94
T_00419,102.8111,102.8756,102.6452,102.8111,2.53
T_00420,102.8111,102.9493,102.6359,102.7373,2.85
T_00421,102.7373,102.8571,102.7373,102.8387,3.0
T_00422,102.8387,102.9309,102.6267,102.6912,3.23
T_00423,102.6912,102.8111,102.6083,102.7742,2.89
T_00424,102.7742,102.8571,102.7465,102.7926,2.6
T_00425,102.7926,102.8203,102.6267,102.682,3.05
T_00426,102.682,102.894,102.553,102.7926,3.04
T_00427,102.7926,102.9585,102.7834,102.9217,3.12
T_00428,102.9217,103.023,102.8664,102.9585,2.66
T_00429,102.9585,102.9585,102.5899,102.6359,4.11
T_00430,102.6359,102.7834,102.0922,102.3226,4.03
T_00431,102.3226,102.47,102.2304,102.4332,3.03
T_00432,102.4332,102.4424,102.0369,102.3041,3.12
T_00433,102.3041,102.5161,102.1935,102.3779,2.85
T_00434,102.3779,102.6452,102.3134,102.4793,2.99
T_00435,102.4793,102.7742,101.9908,102.2396,3.69
T_00436,102.2396,102.8295,101.3272,101.9263,4.03
T_00437,101.9263,102.2949,101.9171,102.1198,3.42
T_00438,102.1198,102.2488,101.3917,101.7604,4.26
T_00439,101.7604,101.9539,101.5853,101.6313,3.15
T_00440,101.6313,101.6866,101.5945,101.6129,2.61
T_00441,101.6129,101.7051,101.5207,101.53,2.88
T_00442,101.53,101.7512,101.5023,101.5945,2.79
T_00443,101.5945,101.6959,101.4101,101.4839,3.02
T_00444,101.4839,101.7235,101.4839,101.6221,3.15
T_00445,101.6221,101.7419,101.3272,101.5207,3.01
T_00446,101.5207,101.7604,101.5115,101.7512,3.65
T_00447,101.7512,101.8341,101.3272,101.4654,3.9
T_00448,101.4654,101.8249,101.4654,101.788,4.08
T_00449,101.788,101.8525,101.4286,101.659,3.16
T_00450,101.659,102.0092,101.106,101.4101,3.7
T_00451,101.4101,101.53,101.2627,101.4562,2.72
T_00452,101.4562,101.7143,101.3456,101.6037,3.19
T_00453,101.6037,101.7143,101.4378,101.5668,2.65
T_00454,101.5668,101.871,101.5484,101.6682,2.98
T_00455,101.6682,101.6774,101.1889,101.2627,4.53
T_00456,101.2627,101.447,101.0507,101.1336,3.15
T_00457,101.1336,101.4747,100.9585,101.2074,2.86
T_00458,101.2074,101.4562,100.7189,100.8295,4.35
T_00459,100.8295,101.0783,100.3502,100.47,4.3
T_00460,100.47,100.765,100.2765,100.2949,3.35
T_00461,100.2949,100.8479,100.1567,100.7926,4.97
T_00462,100.7926,100.8848,100.4424,100.4608,4.17
T_00463,100.4608,100.6267,100.3502,100.424,2.68
T_00464,100.424,100.7281,100.0645,100.5714,3.22
T_00465,100.5714,100.6175,100.4885,100.5438,2.65
T_00466,100.5438,100.6452,100.3779,100.4516,2.95
T_00467,100.4516,100.47,100.4147,100.4147,2.68
T_00468,100.4147,100.6452,100.1382,100.2581,3.31
T_00469,100.2581,100.2857,99.9078,100.0276,3.63
T_00470,100.0276,100.1382,99.8065,100.129,2.98
T_00471,100.129,100.2212,100.129,100.1382,2.54
T_00472,100.1382,100.2304,99.9631,100.0645,2.86
T_00473,100.0645,100.1198,99.7143,99.9631,2.99
T_00474,99.9631,100.0645,99.8249,100.0184,2.76
T_00475,100.0184,100.1106,99.659,99.8157,3.51
T_00476,99.8157,99.8433,99.5576,99.5945,3.6
T_00477,99.5945,99.7512,99.3088,99.4286,3.33
T_00478,99.4286,99.7788,99.2442,99.576,3.25
T_00479,99.576,99.8802,99.4286,99.8341,3.74
T_00480,99.8341,100.4424,99.5945,100.2488,4.56
T_00481,100.2488,100.3687,99.4562,99.8341,4.57
T_00482,99.8341,99.8525,99.5392,99.7604,2.84
T_00483,99.7604,99.7788,99.4747,99.7235,2.71
T_00484,99.7235,100.0737,99.6406,100.0461,4.11
T_00485,100.0461,100.1198,99.8341,99.9447,3.01
T_00486,99.9447,100.2857,99.7327,99.7419,3.53
