step_id,norm_open,norm_high,norm_low,norm_close,norm_volume
T_00037,99.0012,99.0135,98.4357,98.7877,3.3
T_00038,98.7877,99.0622,98.4308,98.456,3.73
T_00039,98.456,99.0031,98.1591,98.2526,3.26
T_00040,98.2526,98.3102,98.1665,98.1766,2.79
T_00041,98.1766,98.3458,98.0954,98.2689,2.83
T_00042,98.2689,98.3886,98.0292,98.1465,2.96
T_00043,98.1465,98.2228,98.1265,98.1289,2.57
T_00044,98.1289,98.1462,98.1129,98.1132,2.56
T_00045,98.1132,98.1883,97.9175,98.0822,2.62
T_00046,98.0822,98.1071,97.8735,97.8929,3.21
T_00047,97.8929,98.6178,97.4738,98.1966,3.61
T_00048,98.1966,98.308,98.1502,98.236,2.64
T_00049,98.236,98.3868,98.028,98.1391,2.87
T_00050,98.1391,98.4542,97.9,98.0606,2.8
T_00051,98.0606,98.1935,97.9163,98.0142,2.68
T_00052,98.0142,98.3182,97.9452,98.1234,2.9
T_00053,98.1234,98.3397,97.8572,97.8951,3.35
T_00054,97.8951,97.8954,97.4443,97.732,3.11
T_00055,97.732,97.8631,96.7603,97.2271,4.37
T_00056,97.2271,97.2388,97.12,97.1902,2.64
T_00057,97.1902,97.2763,96.4418,97.0178,3.14
T_00058,97.0178,97.12,96.6422,96.7502,3.5
T_00059,96.7502,97.2594,96.6649,96.9249,3.14
T_00060,96.9249,97.1258,96.6234,97.1083,3.17
T_00061,97.1083,97.1182,96.5188,96.8265,3.55
T_00062,96.8265,97.2348,96.6132,97.1212,3.58
T_00063,97.1212,99.5686,95.7695,98.4225,7.3
T_00064,98.4225,98.5843,98.16,98.456,2.62
T_00065,98.456,98.5514,98.2591,98.4015,2.71
T_00066,98.4015,98.4314,98.2237,98.3529,2.69
T_00067,98.3529,98.508,97.8511,98.0258,3.71
T_00068,98.0258,98.1502,97.6938,97.8274,3.24
T_00069,97.8274,97.8818,97.7375,97.8185,2.54
T_00070,97.8185,97.8554,97.6428,97.7683,2.69
T_00071,97.7683,98.0065,97.6022,97.9031,2.99
T_00072,97.9031,97.9391,97.5391,97.624,3.54
T_00073,97.624,97.76,97.6086,97.6185,2.53
T_00074,97.6185,97.8446,97.3329,97.3948,3.33
T_00075,97.3948,97.4452,96.504,96.9182,4.27
T_00076,96.9182,96.9769,96.4886,96.7895,2.98
T_00077,96.7895,96.8668,96.7634,96.7788,2.55
T_00078,96.7788,97.0668,96.5809,96.9105,2.98
T_00079,96.9105,97.2849,96.7452,97.1609,3.42
T_00080,97.1609,97.5126,96.4877,96.7846,3.9
T_00081,96.7846,96.876,96.7443,96.8732,2.82
T_00082,96.8732,96.9452,96.5114,96.5883,3.56
T_00083,96.5883,96.9745,96.5006,96.7003,2.91
T_00084,96.7003,97.3837,96.3662,97.0782,3.89
T_00085,97.0782,97.2126,96.8662,96.9086,3.13
T_00086,96.9086,97.1895,96.8606,96.8972,2.55
T_00087,96.8972,97.0606,96.3745,96.7769,2.95
T_00088,96.7769,96.8295,96.6502,96.8246,2.67
T_00089,96.8246,96.884,96.6154,96.8742,2.68
T_00090,96.8742,96.9831,96.5825,96.7508,2.96
T_00091,96.7508,96.8569,96.6514,96.8262,2.77
T_00092,96.8262,96.9791,96.5935,96.6172,3.28
T_00093,96.6172,96.8489,96.4117,96.7077,2.83
T_00094,96.7077,96.8222,96.5114,96.8212,2.91
T_00095,96.8212,97.0409,96.7668,96.8068,2.56
T_00096,96.8068,96.96,96.7308,96.7578,2.69
T_00097,96.7578,96.9062,96.6892,96.8886,2.98
T_00098,96.8886,96.9588,96.7471,96.9569,2.75
T_00099,96.9569,97.3126,96.2058,96.4388,4.42
T_00100,96.4388,96.8803,96.2335,96.7378,3.6
T_00101,96.7378,96.84,96.6332,96.7766,2.63
T_00102,96.7766,97.3274,96.6289,96.9452,3.12
T_00103,96.9452,96.9849,96.8228,96.8502,2.86
T_00104,96.8502,98.0126,96.3508,97.1892,3.75
T_00105,97.1892,97.2203,96.9265,97.1686,2.58
T_00106,97.1686,97.2591,96.4766,96.8825,3.56
T_00107,96.8825,97.0812,95.6348,96.3975,4.3
T_00108,96.3975,97.1843,96.1618,96.5628,3.1
T_00109,96.5628,97.0046,96.3317,96.9711,4.0
T_00110,96.9711,97.8369,96.9317,97.3908,4.04
T_00111,97.3908,97.6409,97.3258,97.5615,3.12
T_00112,97.5615,97.6775,97.4172,97.6572,2.85
T_00113,97.6572,97.7102,97.6012,97.6046,2.7
T_00114,97.6046,97.7237,97.3486,97.3668,3.38
T_00115,97.3668,97.4551,96.7095,96.9422,4.08
T_00116,96.9422,97.1982,96.7083,96.7686,3.15
T_00117,96.7686,97.1298,96.7129,96.9889,3.31
T_00118,96.9889,97.4849,96.9655,97.2025,3.28
T_00119,97.2025,97.3538,97.1502,97.1652,2.64
T_00120,97.1652,97.3095,96.9966,97.2483,2.8
T_00121,97.2483,97.2932,96.7289,97.0169,3.36
T_00122,97.0169,97.1714,96.9517,96.9714,2.67
T_00123,96.9714,97.1455,96.9649,97.1006,2.97
T_00124,97.1006,97.2738,97.0637,97.1729,2.76
T_00125,97.1729,97.5529,96.9954,97.08,2.85
T_00126,97.08,97.4178,96.8775,96.9089,3.14
T_00127,96.9089,97.7049,96.9046,97.3132,3.99
T_00128,97.3132,97.3849,97.1037,97.2295,2.82
T_00129,97.2295,97.3114,96.9338,97.1942,2.64
T_00130,97.1942,97.7449,96.7458,97.3932,3.23
T_00131,97.3932,97.8415,97.3674,97.4966,2.87
T_00132,97.4966,97.856,97.4074,97.8511,3.8
T_00133,97.8511,97.9471,97.6203,97.7031,3.05
T_00134,97.7031,98.112,97.4766,97.9462,3.39
T_00135,97.9462,98.2668,97.9348,98.1262,3.16
T_00136,98.1262,98.3788,97.4729,97.6846,4.14
T_00137,97.6846,97.8415,97.5625,97.7572,2.76
T_00138,97.7572,98.1083,97.3911,97.5369,3.32
T_00139,97.5369,97.7637,97.5117,97.5945,2.71
T_00140,97.5945,98.1215,97.4332,97.9486,3.8
T_00141,97.9486,98.4022,97.9114,98.1671,3.3
T_00142,98.1671,98.6452,98.1098,98.3751,3.26
T_00143,98.3751,99.0963,98.3,98.9283,4.54
T_00144,98.9283,99.0138,98.9031,98.9997,2.76
T_00145,98.9997,99.1803,98.9009,99.064,2.73
T_00146,99.064,99.1369,98.9708,99.0049,2.73
T_00147,99.0049,99.2468,98.9658,99.1049,2.86
T_00148,99.1049,99.6265,98.8277,98.9418,3.11
T_00149,98.9418,99.1265,98.8874,99.076,2.99
T_00150,99.076,99.6074,98.9772,99.4511,3.88
T_00151,99.4511,100.0055,99.1037,99.2095,3.4
T_00152,99.2095,99.9831,98.8769,99.6431,4.09
T_00153,99.6431,100.352,99.2511,99.2698,3.89
T_00154,99.2698,99.6732,98.6683,98.9329,3.75
T_00155,98.9329,99.7169,98.4972,99.2929,3.82
T_00156,99.2929,99.6865,97.7791,98.4308,5.69
T_00157,98.4308,99.0677,96.7929,97.5311,5.83
T_00158,97.5311,97.6548,97.0172,97.2126,3.68
T_00159,97.2126,97.2538,96.6982,96.8612,3.81
T_00160,96.8612,96.8822,96.4582,96.7178,3.04
T_00161,96.7178,96.8637,96.5862,96.6791,2.65
T_00162,96.6791,96.8603,96.5748,96.8062,2.96
T_00163,96.8062,97.1092,96.7806,96.8495,2.65
T_00164,96.8495,97.0575,96.6465,96.6988,3.06
T_00165,96.6988,97.06,96.0332,96.4062,3.59
T_00166,96.4062,96.6191,96.2222,96.5985,3.2
T_00167,96.5985,96.7542,96.5129,96.5237,2.78
T_00168,96.5237,96.5938,96.0908,96.4006,2.96
T_00169,96.4006,96.5065,95.8326,96.1868,3.3
T_00170,96.1868,96.196,95.852,96.0295,3.09
T_00171,96.0295,96.4825,95.344,95.6065,4.07
T_00172,95.6065,95.8108,95.0212,95.1726,4.11
T_00173,95.1726,95.268,95.0415,95.2542,2.79
T_00174,95.2542,95.3788,94.7305,94.7692,4.3
T_00175,94.7692,95.4209,94.0188,94.2311,4.5
T_00176,94.2311,94.4548,93.1378,93.564,4.97
T_00177,93.564,93.9766,93.0197,93.7231,3.08
T_00178,93.7231,93.7385,93.5889,93.6898,2.63
T_00179,93.6898,94.2926,93.2197,93.4089,3.54
T_00180,93.4089,94.6135,92.3332,94.3625,6.01
T_00181,94.3625,94.7852,94.1643,94.4637,2.87
T_00182,94.4637,94.4785,94.1083,94.2262,3.38
T_00183,94.2262,94.2926,94.0563,94.256,2.6
T_00184,94.256,94.2831,94.1751,94.2591,2.5
T_00185,94.2591,94.7071,93.9431,94.5388,3.53
T_00186,94.5388,94.7262,94.4314,94.4422,2.86
T_00187,94.4422,94.736,94.2548,94.5825,3.01
T_00188,94.5825,94.6957,94.2926,94.3791,3.26
T_00189,94.3791,94.828,94.3597,94.5972,3.3
T_00190,94.5972,94.76,94.5686,94.6295,2.61
T_00191,94.6295,94.8806,94.4917,94.7692,3.01
T_00192,94.7692,94.8357,94.6763,94.7428,2.6
T_00193,94.7428,94.8326,94.632,94.7674,2.58
T_00194,94.7674,94.7985,94.7098,94.7492,2.57
T_00195,94.7492,94.9615,94.6763,94.9289,3.16
T_00196,94.9289,95.4877,94.928,95.4846,4.55
T_00197,95.4846,95.708,95.2397,95.6585,3.13
T_00198,95.6585,96.0754,95.496,96.0622,3.98
T_00199,96.0622,96.1766,95.8511,96.0822,2.57
T_00200,96.0822,96.5412,95.7071,95.8782,3.26
T_00201,95.8782,96.7215,95.2086,95.4185,4.21
T_00202,95.4185,95.6314,94.9723,95.592,3.13
T_00203,95.592,95.8068,95.3618,95.5345,2.72
T_00204,95.5345,96.1526,95.3071,96.0529,4.41
T_00205,96.0529,96.7643,95.8142,96.444,3.94
T_00206,96.444,96.5031,96.2966,96.3591,2.82
T_00207,96.3591,96.4643,95.9615,96.2815,2.79
T_00208,96.2815,96.3089,96.1231,96.1508,2.99
T_00209,96.1508,96.5157,96.1283,96.4985,3.78
T_00210,96.4985,96.6898,96.3258,96.34,3.09
T_00211,96.34,96.5169,96.2502,96.3865,2.67
T_00212,96.3865,96.4843,96.0145,96.2991,2.83
T_00213,96.2991,96.6905,96.1618,96.5748,3.51
T_00214,96.5748,96.6394,96.3772,96.6185,2.65
T_00215,96.6185,96.7963,96.4674,96.5437,2.78
T_00216,96.5437,96.5803,96.364,96.5194,2.6
T_00217,96.5194,97.0298,96.1858,96.8511,3.72
T_00218,96.8511,96.9945,96.0775,96.3526,4.35
T_00219,96.3526,96.5809,96.2111,96.3169,2.64
T_00220,96.3169,96.4975,96.0505,96.1969,2.95
T_00221,96.1969,96.3975,95.8255,96.0975,2.87
T_00222,96.0975,96.1929,95.8366,96.1865,2.82
T_00223,96.1865,96.5102,95.7166,95.8914,3.6
T_00224,95.8914,96.0526,95.1868,95.5209,3.88
T_00225,95.5209,96.5108,95.0028,95.0298,4.32
T_00226,95.0298,95.1409,94.5452,94.8994,2.99
T_00227,94.8994,95.0886,94.4754,94.6252,3.52
T_00228,94.6252,95.1766,94.3468,94.7717,3.03
T_00229,94.7717,95.0495,94.3837,94.6037,3.13
T_00230,94.6037,94.6098,94.4132,94.4895,2.93
T_00231,94.4895,94.6628,94.4652,94.6203,2.98
T_00232,94.6203,95.3582,94.4692,94.8262,3.25
T_00233,94.8262,94.8957,94.6855,94.8123,2.56
T_00234,94.8123,94.9225,94.616,94.8243,2.54
T_00235,94.8243,94.8502,94.4145,94.5354,3.57
T_00236,94.5354,94.8234,94.1585,94.3729,3.11
T_00237,94.3729,94.4729,94.2215,94.2754,2.87
T_00238,94.2754,94.3031,93.7197,94.0717,3.26
T_00239,94.0717,94.2742,93.9778,94.2609,3.19
T_00240,94.2609,94.4283,94.1778,94.3255,2.73
T_00241,94.3255,94.6114,94.0963,94.2,2.97
T_00242,94.2,94.3542,93.4668,93.6711,4.46
T_00243,93.6711,93.9388,93.2982,93.3212,3.8
T_00244,93.3212,93.4203,92.7902,93.0015,3.69
T_00245,93.0015,93.1917,92.8142,93.1068,2.88
T_00246,93.1068,93.2182,92.3778,92.7692,3.75
T_00247,92.7692,92.7966,92.5258,92.5889,3.17
T_00248,92.5889,92.592,92.3342,92.4926,2.86
T_00249,92.4926,92.7329,92.4074,92.5625,2.75
T_00250,92.5625,92.8597,92.3535,92.5351,2.61
T_00251,92.5351,92.7415,91.9794,92.0188,4.41
T_00252,92.0188,92.3591,91.9092,92.108,2.82
T_00253,92.108,92.2163,92.0108,92.0662,2.66
T_00254,92.0662,92.352,92.0618,92.1465,2.79
T_00255,92.1465,92.5886,91.968,92.3674,3.31
T_00256,92.3674,93.0742,91.932,92.82,4.17
T_00257,92.82,92.9006,92.6615,92.7323,2.83
T_00258,92.7323,92.7702,92.6982,92.7332,2.5
T_00259,92.7332,92.9095,92.2551,92.4086,3.71
T_00260,92.4086,92.5554,92.3735,92.4791,2.75
T_00261,92.4791,93.0529,92.3326,92.7178,3.37
T_00262,92.7178,93.0892,92.6222,92.9403,3.32
T_00263,92.9403,93.0105,92.8406,92.9868,2.66
T_00264,92.9868,93.0566,92.8748,93.0185,2.61
T_00265,93.0185,93.524,92.5145,93.5049,4.29
T_00266,93.5049,93.952,92.7723,92.9917,4.4
T_00267,92.9917,93.5932,92.8194,93.2111,3.3
T_00268,93.2111,93.4982,93.0249,93.4443,3.35
T_00269,93.4443,93.9889,93.1748,93.7726,3.71
T_00270,93.7726,93.9123,93.3951,93.6462,2.97
T_00271,93.6462,94.1588,93.3329,93.8938,3.41
T_00272,93.8938,94.388,93.7422,94.3246,4.08
T_00273,94.3246,95.3385,94.3018,94.9708,4.88
T_00274,94.9708,95.3612,94.7874,95.1997,3.34
T_00275,95.1997,95.5089,94.7434,95.0351,3.12
T_00276,95.0351,95.5646,94.8511,95.28,3.4
T_00277,95.28,95.2963,95.0797,95.1483,2.99
T_00278,95.1483,95.6385,94.7477,95.5794,4.08
T_00279,95.5794,95.9902,95.5782,95.7157,3.0
T_00280,95.7157,96.0058,95.1892,95.4197,3.6
T_00281,95.4197,95.5938,95.1665,95.3812,2.65
T_00282,95.3812,95.6822,95.1028,95.1754,3.27
T_00283,95.1754,95.2735,95.1551,95.2037,2.6
T_00284,95.2037,95.2625,95.0431,95.06,3.04
T_00285,95.06,95.3348,94.8477,95.2729,3.28
T_00286,95.2729,95.6135,95.2662,95.5763,3.61
T_00287,95.5763,95.7486,95.4182,95.5077,2.76
T_00288,95.5077,95.6178,95.4372,95.476,2.62
T_00289,95.476,96.6234,95.4585,95.8098,3.73
T_00290,95.8098,96.2338,95.6966,95.8911,2.79
T_00291,95.8911,96.4043,95.5643,96.0243,2.99
T_00292,96.0243,96.1591,95.9538,95.9926,2.62
T_00293,95.9926,96.0037,95.7252,95.9742,2.58
T_00294,95.9742,96.6929,95.5988,95.64,3.74
T_00295,95.64,96.0778,95.3277,95.9474,3.63
T_00296,95.9474,96.2462,95.7582,96.104,3.07
T_00297,96.104,96.6597,95.3908,96.4382,3.73
T_00298,96.4382,96.5797,96.0252,96.076,3.84
T_00299,96.076,96.5566,95.7692,95.86,3.31
T_00300,95.86,95.9772,95.6837,95.7637,2.86
T_00301,95.7637,95.9305,95.5215,95.6071,3.09
T_00302,95.6071,95.8582,95.3911,95.8268,3.3
T_00303,95.8268,95.892,95.7969,95.876,2.67
T_00304,95.876,96.004,95.7846,95.8342,2.66
T_00305,95.8342,95.8366,94.9969,95.3243,4.39
T_00306,95.3243,95.3982,95.3022,95.3705,2.66
T_00307,95.3705,95.568,95.2286,95.4105,2.64
T_00308,95.4105,95.4388,95.3745,95.4246,2.55
T_00309,95.4246,95.6172,94.9908,95.2603,3.11
T_00310,95.2603,95.4671,95.2495,95.3735,2.91
T_00311,95.3735,95.6157,94.9412,95.0809,3.59
T_00312,95.0809,95.168,94.9582,95.0434,2.65
T_00313,95.0434,95.1022,94.6037,94.6582,3.93
T_00314,94.6582,94.9471,94.5674,94.8249,3.11
T_00315,94.8249,94.9517,94.5302,94.7034,2.96
T_00316,94.7034,94.868,94.3708,94.6705,2.63
T_00317,94.6705,94.9111,94.6132,94.8055,2.99
T_00318,94.8055,95.5092,94.4775,95.1148,3.63
T_00319,95.1148,95.4277,94.4157,94.7062,4.02
T_00320,94.7062,94.7449,94.4289,94.6929,2.56
T_00321,94.6929,95.1551,93.7812,93.9603,5.21
T_00322,93.9603,94.064,93.8788,94.0166,2.7
T_00323,94.0166,94.1012,93.8249,94.092,2.77
T_00324,94.092,94.4345,94.0489,94.3738,3.53
T_00325,94.3738,94.7277,94.2034,94.6923,3.67
T_00326,94.6923,94.8846,94.5394,94.8742,3.17
T_00327,94.8742,95.1172,94.816,95.032,3.08
T_00328,95.032,95.1034,94.7449,94.9658,2.75
T_00329,94.9658,95.172,94.8449,94.9049,2.73
T_00330,94.9049,95.3366,94.7274,95.1049,3.23
T_00331,95.1049,95.1742,95.0502,95.1526,2.67
T_00332,95.1526,95.3757,95.1422,95.2252,2.76
T_00333,95.2252,95.5003,95.0231,95.3572,2.98
T_00334,95.3572,95.3948,95.2871,95.3271,2.62
T_00335,95.3271,95.4951,95.1665,95.4862,3.08
T_00336,95.4862,95.664,95.3188,95.3914,2.86
T_00337,95.3914,95.9397,95.0311,95.6197,3.34
T_00338,95.6197,95.8505,95.4665,95.6603,2.64
T_00339,95.6603,96.2517,95.6077,95.9551,3.58
T_00340,95.9551,96.3262,95.1095,95.5732,3.92
T_00341,95.5732,95.9658,94.4049,94.8462,5.19
T_00342,94.8462,95.2489,94.5545,94.9465,2.86
T_00343,94.9465,95.2745,94.3942,94.6252,3.69
T_00344,94.6252,94.9258,93.9538,94.4249,3.25
T_00345,94.4249,95.0135,93.6378,93.6911,5.22
T_00346,93.6911,93.7975,93.48,93.6446,2.68
T_00347,93.6446,93.6717,93.4748,93.5883,2.71
T_00348,93.5883,93.8834,93.4157,93.6274,2.64
T_00349,93.6274,93.656,93.2954,93.5034,2.96
T_00350,93.5034,93.6366,93.4569,93.5185,2.55
T_00351,93.5185,93.5886,93.368,93.3951,2.96
T_00352,93.3951,93.76,93.1698,93.4985,2.88
T_00353,93.4985,93.5914,93.4452,93.5049,2.52
T_00354,93.5049,93.6089,93.4065,93.5926,2.82
T_00355,93.5926,93.9606,93.3938,93.7735,3.16
T_00356,93.7735,94.2203,93.4003,93.9677,3.21
T_00357,93.9677,94.1578,93.8631,93.9892,2.57
T_00358,93.9892,94.0994,93.9391,94.0698,2.79
T_00359,94.0698,94.1914,93.8409,94.0342,2.64
T_00360,94.0342,94.2502,93.6603,93.6677,3.86
T_00361,93.6677,93.9314,93.4606,93.8031,2.99
T_00362,93.8031,93.9738,93.6695,93.6822,2.95
T_00363,93.6822,94.168,92.7785,93.2151,4.23
T_00364,93.2151,93.3314,92.8683,93.1428,2.77
T_00365,93.1428,93.488,92.9015,93.2542,2.9
T_00366,93.2542,93.5929,92.2702,92.6622,4.69
T_00367,92.6622,92.7514,91.712,92.0342,4.83
T_00368,92.0342,92.3834,91.8502,91.8735,3.1
T_00369,91.8735,91.9572,91.6095,91.8117,2.74
T_00370,91.8117,91.8529,91.6212,91.7914,2.58
T_00371,91.7914,91.8569,91.2858,91.5692,3.33
T_00372,91.5692,91.7677,91.4969,91.6982,2.97
T_00373,91.6982,91.8477,91.5825,91.8394,3.02
T_00374,91.8394,91.9169,91.5237,91.7628,2.79
T_00375,91.7628,91.9345,91.6988,91.8265,2.73
T_00376,91.8265,91.9012,91.6446,91.8,2.6
T_00377,91.8,92.1468,91.7563,91.9809,3.16
T_00378,91.9809,92.2742,91.9535,92.1425,3.09
T_00379,92.1425,92.2055,92.0255,92.0557,2.83
T_00380,92.0557,92.4803,91.9351,92.2415,3.18
T_00381,92.2415,92.2554,91.8954,92.1646,2.79
T_00382,92.1646,92.3566,92.0674,92.3031,3.0
T_00383,92.3031,92.7092,92.1218,92.5351,3.35
T_00384,92.5351,93.1203,91.8277,92.1966,3.76
T_00385,92.1966,92.4502,91.9077,92.0526,3.04
T_00386,92.0526,92.3754,91.6538,91.6772,3.89
T_00387,91.6772,92.4948,91.6003,92.1612,4.28
T_00388,92.1612,92.2298,91.1994,91.7631,3.98
T_00389,91.7631,92.4151,90.9262,90.9514,5.51
T_00390,90.9514,92.4554,89.9535,91.7982,5.62
T_00391,91.7982,91.8748,91.4302,91.5028,3.6
T_00392,91.5028,91.504,91.2655,91.4166,2.83
T_00393,91.4166,91.5071,91.1625,91.3292,2.83
T_00394,91.3292,91.5382,91.244,91.4778,3.04
T_00395,91.4778,91.496,91.2689,91.3428,3.01
T_00396,91.3428,91.7348,91.2649,91.6437,3.6
T_00397,91.6437,91.644,91.4708,91.4812,3.11
T_00398,91.4812,91.7523,91.3818,91.5268,2.66
T_00399,91.5268,91.9622,91.308,91.8095,3.54
T_00400,91.8095,92.6378,91.5071,92.2191,4.0
T_00401,92.2191,92.3234,92.0606,92.0809,3.02
T_00402,92.0809,92.1397,92.0375,92.0985,2.56
T_00403,92.0985,92.2778,91.9892,92.2342,2.99
T_00404,92.2342,92.5714,92.0415,92.4772,3.39
T_00405,92.4772,92.732,92.3631,92.3831,2.85
T_00406,92.3831,92.7966,92.0929,92.4209,2.63
T_00407,92.4209,93.2563,91.5991,93.1914,5.34
T_00408,93.1914,93.5129,92.5729,92.7834,4.01
T_00409,92.7834,93.7618,92.2991,93.7209,5.96
T_00410,93.7209,93.7938,93.5849,93.6532,2.76
T_00411,93.6532,93.9182,93.3351,93.3695,3.56
T_00412,93.3695,93.8935,92.5142,93.08,3.58
T_00413,93.08,93.2388,93.0012,93.1886,2.9
T_00414,93.1886,93.4428,92.9292,92.9388,3.43
T_00415,92.9388,93.2969,92.9369,93.0911,3.06
T_00416,93.0911,93.116,92.9443,92.9738,2.94
T_00417,92.9738,93.2391,92.8738,93.1862,3.28
T_00418,93.1862,93.2425,93.0498,93.2129,2.59
T_00419,93.2129,93.3612,92.8049,93.0338,3.17
T_00420,93.0338,93.5289,93.0209,93.3015,3.48
T_00421,93.3015,93.3058,93.2452,93.2597,2.66
T_00422,93.2597,93.3862,93.2434,93.3434,2.8
T_00423,93.3434,93.4006,93.1926,93.2209,2.96
T_00424,93.2209,93.5157,93.0575,93.4338,3.28
T_00425,93.4338,93.568,93.1723,93.2837,3.06
T_00426,93.2837,93.4858,93.0474,93.084,3.24
T_00427,93.084,93.2692,92.8791,93.2123,2.97
T_00428,93.2123,93.7305,93.1883,93.5225,3.64
T_00429,93.5225,93.7046,93.4775,93.5345,2.54
T_00430,93.5345,93.7597,93.4209,93.5003,2.63
T_00431,93.5003,93.608,93.1794,93.352,3.05
T_00432,93.352,93.4265,93.2314,93.4228,2.75
T_00433,93.4228,93.6938,93.3714,93.6834,3.46
T_00434,93.6834,93.7037,93.2163,93.556,2.98
T_00435,93.556,93.8348,93.3662,93.6265,2.75
T_00436,93.6265,93.8689,93.4206,93.5172,2.91
T_00437,93.5172,94.7074,93.4923,94.0502,4.46
T_00438,94.0502,94.2708,93.596,93.7166,3.74
T_00439,93.7166,94.3172,93.0874,93.3545,3.84
T_00440,93.3545,93.4717,93.0951,93.1551,3.24
T_00441,93.1551,93.4489,92.8323,92.8329,3.7
T_00442,92.8329,93.0532,92.6015,92.6274,3.27
T_00443,92.6274,92.884,92.5945,92.7415,2.92
T_00444,92.7415,92.9028,92.4489,92.5185,3.33
T_00445,92.5185,92.9692,92.3834,92.8674,3.78
T_00446,92.8674,92.9729,92.8012,92.9037,2.63
T_00447,92.9037,93.0954,92.7,92.7711,3.0
T_00448,92.7711,92.92,92.6508,92.7215,2.69
T_00449,92.7215,93.1055,92.6729,92.9277,3.25
T_00450,92.9277,93.1486,92.9086,92.9689,2.65
T_00451,92.9689,93.2237,92.7945,92.8102,3.09
T_00452,92.8102,92.9735,92.5797,92.6326,3.16
T_00453,92.6326,92.736,92.3698,92.4806,3.07
T_00454,92.4806,92.7754,92.4102,92.5852,2.88
T_00455,92.5852,93.1782,92.2406,93.0982,4.39
T_00456,93.0982,93.3911,92.7369,93.2828,3.17
T_00457,93.2828,93.5462,92.9218,92.9831,3.61
T_00458,92.9831,92.9852,92.5905,92.6994,3.55
T_00459,92.6994,92.9794,92.1735,92.3612,3.76
T_00460,92.3612,92.8772,91.2852,91.8142,4.53
T_00461,91.8142,92.1806,91.7022,92.0997,3.55
T_00462,92.0997,92.9172,91.9452,92.3385,3.38
T_00463,92.3385,92.4674,92.2825,92.3,2.65
T_00464,92.3,92.4945,92.2723,92.3689,2.75
T_00465,92.3689,92.7292,92.0292,92.1563,3.29
T_00466,92.1563,92.3258,92.044,92.2702,2.92
T_00467,92.2702,92.424,92.1175,92.1865,2.82
T_00468,92.1865,92.384,91.6138,91.9015,3.56
T_00469,91.9015,92.1634,91.6994,92.1108,3.27
T_00470,92.1108,92.3754,92.0729,92.144,2.62
T_00471,92.144,92.1698,91.9609,92.0329,2.92
T_00472,92.0329,92.2022,91.4452,91.7431,3.58
T_00473,91.7431,91.8575,91.5788,91.7335,2.54
T_00474,91.7335,91.7717,91.2868,91.4637,3.5
T_00475,91.4637,91.4689,91.3151,91.3557,2.9
T_00476,91.3557,91.4748,91.2545,91.2622,2.85
T_00477,91.2622,92.096,91.2542,91.6957,4.09
T_00478,91.6957,91.9932,91.5354,91.9815,3.55
T_00479,91.9815,93.0397,91.6489,92.7163,5.21
T_00480,92.7163,93.5954,92.5511,93.2157,4.34
T_00481,93.2157,93.4298,92.9418,93.3578,3.02
T_00482,93.3578,93.5794,93.0791,93.2963,2.73
T_00483,93.2963,93.4243,93.0548,93.1323,3.11
T_00484,93.1323,93.5702,93.092,93.2892,3.07
T_00485,93.2892,93.6225,93.2111,93.5591,3.49
