step_id,norm_open,norm_high,norm_low,norm_close,norm_volume
T_00036,105.2533,107.4856,102.5883,104.1014,2.97
T_00037,104.1014,107.7569,103.8047,105.6168,3.1
T_00038,105.6168,106.8797,105.5467,106.576,2.88
T_00039,106.576,111.5012,104.3279,108.8054,3.38
T_00040,108.8054,109.2183,106.4583,108.3761,2.68
T_00041,108.3761,124.7243,101.6088,117.5535,6.16
T_00042,117.5535,121.8136,116.1246,119.191,3.15
T_00043,119.191,120.8364,118.5889,118.9885,2.59
T_00044,118.9885,121.4413,118.1451,120.3096,3.02
T_00045,120.3096,124.2511,118.6201,123.9339,3.94
T_00046,123.9339,125.2285,123.2817,124.2058,2.6
T_00047,124.2058,125.4143,123.4104,124.7013,2.69
T_00048,124.7013,125.5475,122.8274,124.5875,2.55
T_00049,124.5875,125.0419,122.3586,124.3364,2.61
T_00050,124.3364,125.5179,122.5943,122.6922,3.17
T_00051,122.6922,125.0471,119.6222,119.8926,3.63
T_00052,119.8926,120.0446,118.7351,120.0236,2.54
T_00053,120.0236,120.0692,118.3963,119.0672,2.89
T_00054,119.0672,119.3422,115.8558,117.2472,3.24
T_00055,117.2472,118.5946,115.6469,117.2442,2.51
T_00056,117.2442,119.4144,115.3072,119.2988,3.31
T_00057,119.2988,124.9168,116.9418,124.3588,4.52
T_00058,124.3588,128.0779,120.1958,121.7908,3.54
T_00059,121.7908,123.0058,118.1224,121.6968,2.55
T_00060,121.6968,123.7375,120.0408,121.2251,2.7
T_00061,121.2251,129.3021,118.0368,124.2835,3.71
T_00062,124.2835,128.7956,119.6843,128.3007,4.1
T_00063,128.3007,128.3129,125.5164,126.3458,3.29
T_00064,126.3458,128.03,116.8707,120.0765,5.02
T_00065,120.0765,121.4179,116.4365,118.4128,3.17
T_00066,118.4128,118.4458,114.976,117.014,3.07
T_00067,117.014,117.2158,113.3371,115.4978,3.12
T_00068,115.4978,118.516,114.5649,118.319,3.62
T_00069,118.319,118.6325,116.3443,117.7869,2.72
T_00070,117.7869,119.0981,117.611,118.379,2.73
T_00071,118.379,119.3693,116.6812,117.1525,3.0
T_00072,117.1525,120.8747,114.3228,120.6533,3.89
T_00073,120.6533,126.7679,118.9337,126.5304,4.84
T_00074,126.5304,129.0737,124.6782,127.9578,3.06
T_00075,127.9578,128.6646,126.2946,128.1931,2.59
T_00076,128.1931,133.6157,127.289,131.3972,3.77
T_00077,131.3972,132.5001,130.7518,131.1167,2.62
T_00078,131.1167,136.4222,130.0868,133.536,3.46
T_00079,133.536,135.3167,131.8786,131.9819,3.13
T_00080,131.9819,132.0654,123.5651,126.7706,4.59
T_00081,126.7706,127.4571,123.1631,123.8615,3.67
T_00082,123.8615,125.7244,117.9425,122.6543,2.99
T_00083,122.6543,126.5785,120.7186,125.1644,3.5
T_00084,125.1644,125.7921,122.1347,122.9885,3.38
T_00085,122.9885,124.7761,118.1925,121.0811,3.27
T_00086,121.0811,124.1094,117.0468,123.5312,3.47
T_00087,123.5312,125.2082,118.3885,121.5733,3.29
T_00088,121.5733,122.9146,119.1603,122.5054,2.86
T_00089,122.5054,126.5001,118.0263,125.5247,3.7
T_00090,125.5247,126.1708,123.7164,125.8932,2.64
T_00091,125.8932,130.629,125.3582,129.3743,3.88
T_00092,129.3743,130.0931,128.4847,129.9382,2.72
T_00093,129.9382,132.6169,127.8404,131.0065,2.92
T_00094,131.0065,133.3803,128.2892,128.9922,3.31
T_00095,128.9922,129.021,126.2842,127.8882,2.95
T_00096,127.8882,129.0358,124.5821,126.5347,3.05
T_00097,126.5347,127.7126,126.3449,126.4883,2.53
T_00098,126.4883,127.3114,126.0961,126.321,2.58
T_00099,126.321,130.3565,122.7318,129.8554,3.9
T_00100,129.8554,131.0061,128.6914,130.6611,2.81
T_00101,130.6611,132.2514,129.2674,129.7865,2.86
T_00102,129.7865,134.4804,129.0333,131.2046,3.06
T_00103,131.2046,132.8193,130.4946,132.3317,2.94
T_00104,132.3317,133.4406,127.4447,129.3235,3.71
T_00105,129.3235,131.5139,126.5226,127.6201,3.19
T_00106,127.6201,137.3374,121.7349,133.0029,4.64
T_00107,133.0029,137.0404,129.7003,135.2794,3.4
T_00108,135.2794,136.3143,133.0067,133.2875,3.31
T_00109,133.2875,140.5461,128.6274,135.6018,3.42
T_00110,135.6018,138.1974,132.5335,136.5215,2.86
T_00111,136.5215,137.6421,131.8992,134.1208,3.47
T_00112,134.1208,134.481,131.155,132.455,3.17
T_00113,132.455,137.099,131.4825,134.7125,3.39
T_00114,134.7125,137.5751,134.0439,135.8183,2.93
T_00115,135.8183,136.1258,135.7353,135.9322,2.54
T_00116,135.9322,138.5481,135.0606,136.5085,2.72
T_00117,136.5085,139.2701,134.4522,137.5978,2.93
T_00118,137.5978,139.8013,137.2419,137.3536,2.61
T_00119,137.3536,137.8967,136.544,137.7697,2.66
T_00120,137.7697,138.5137,136.4479,137.825,2.51
T_00121,137.825,137.9276,137.2818,137.4729,2.65
T_00122,137.4729,138.7051,137.3501,138.6322,2.96
T_00123,138.6322,139.189,136.4817,137.6697,2.89
T_00124,137.6697,138.219,136.731,138.1336,2.68
T_00125,138.1336,138.8019,136.1708,137.4953,2.76
T_00126,137.4953,141.7082,136.5717,139.0544,3.12
T_00127,139.0544,139.4453,138.6165,139.3494,2.61
T_00128,139.3494,139.9636,137.1279,139.3244,2.52
T_00129,139.3244,145.0078,137.4076,142.5794,3.79
T_00130,142.5794,143.5389,138.8356,142.4615,2.56
T_00131,142.4615,146.8182,138.0679,139.9428,3.52
T_00132,139.9428,144.1712,138.0801,138.1685,3.22
T_00133,138.1685,139.5278,135.5482,139.3779,2.98
T_00134,139.3779,140.3854,136.2146,138.8078,2.74
T_00135,138.8078,139.0788,136.2061,136.6771,3.36
T_00136,136.6771,141.4832,130.9483,135.1428,3.12
T_00137,135.1428,135.5006,122.3261,127.6225,5.52
T_00138,127.6225,128.7635,127.065,128.3086,2.77
T_00139,128.3086,128.5007,124.6056,125.6078,3.59
T_00140,125.6078,127.6739,124.1754,127.4639,3.23
T_00141,127.4639,129.359,125.8646,126.9622,2.71
T_00142,126.9622,130.2189,125.621,129.0392,3.32
T_00143,129.0392,132.5914,125.4667,131.8656,3.62
T_00144,131.8656,132.2658,128.2707,129.5439,3.44
T_00145,129.5439,133.3457,128.3086,131.924,3.44
T_00146,131.924,133.7018,130.9656,131.5556,2.66
T_00147,131.5556,132.7256,128.9196,130.3744,2.98
T_00148,130.3744,130.6125,129.2713,129.8715,2.71
T_00149,129.8715,130.1453,128.9774,129.8257,2.53
T_00150,129.8257,131.3154,129.1442,130.2411,2.66
T_00151,130.2411,130.5879,127.1749,129.2321,2.91
T_00152,129.2321,129.5476,127.18,127.3822,3.25
T_00153,127.3822,134.5479,127.3435,130.7085,3.82
T_00154,130.7085,132.9371,130.6906,132.4276,3.18
T_00155,132.4276,135.8829,128.1585,130.2097,3.4
T_00156,130.2097,135.3521,126.6836,134.6496,4.27
T_00157,134.6496,137.1597,133.5938,135.034,2.65
T_00158,135.034,136.736,133.7458,136.1646,2.94
T_00159,136.1646,144.5599,132.4981,139.8399,3.96
T_00160,139.8399,141.1481,137.0913,139.4885,2.65
T_00161,139.4885,142.049,138.7758,140.5835,2.93
T_00162,140.5835,142.721,140.5083,142.0488,3.08
T_00163,142.0488,143.1583,140.8608,141.05,2.91
T_00164,141.05,145.1315,135.2093,137.5789,3.9
T_00165,137.5789,139.9499,136.9514,138.7042,2.94
T_00166,138.7042,141.0192,136.5806,139.5825,2.84
T_00167,139.5825,141.8751,137.2178,139.9418,2.63
T_00168,139.9418,140.8042,137.8597,140.5211,2.72
T_00169,140.5211,142.431,140.1322,140.3379,2.58
T_00170,140.3379,146.2806,137.6019,144.6264,4.21
T_00171,144.6264,146.4226,144.5849,145.9569,3.02
T_00172,145.9569,146.0193,144.8493,145.4194,2.72
T_00173,145.4194,146.6631,142.8721,144.1467,3.02
T_00174,144.1467,144.6708,143.1404,143.8608,2.62
T_00175,143.8608,144.2124,142.5142,143.7287,2.56
T_00176,143.7287,145.8408,141.1925,142.4506,3.02
T_00177,142.4506,142.8703,132.2074,137.0233,4.68
T_00178,137.0233,137.4976,133.4614,135.099,3.28
T_00179,135.099,136.4872,128.4768,129.5368,4.73
T_00180,129.5368,129.8328,126.4969,126.6987,3.64
T_00181,126.6987,130.3743,125.5826,129.9858,3.81
T_00182,129.9858,134.1572,113.1131,121.8072,5.78
T_00183,121.8072,123.71,117.7019,119.58,3.4
T_00184,119.58,123.5778,113.5165,115.8568,4.0
T_00185,115.8568,120.6838,113.2781,120.055,4.17
T_00186,120.055,120.0814,115.2006,118.0488,3.31
T_00187,118.0488,120.1438,117.934,119.7544,3.17
T_00188,119.7544,120.01,117.305,117.9606,3.23
T_00189,117.9606,118.1217,114.1133,116.0926,3.26
T_00190,116.0926,116.8157,112.4014,114.3831,3.19
T_00191,114.3831,115.3231,114.1165,114.2444,2.56
T_00192,114.2444,114.82,110.4192,112.1692,3.34
T_00193,112.1692,115.3792,110.3521,114.6144,3.47
T_00194,114.6144,115.3104,113.5293,115.1635,2.71
T_00195,115.1635,117.6928,111.8413,113.1208,3.33
T_00196,113.1208,113.7479,111.6561,112.0272,2.95
T_00197,112.0272,112.276,111.2392,112.1338,2.53
T_00198,112.1338,112.7324,111.8289,112.0893,2.53
T_00199,112.0893,115.7093,111.7239,113.9442,3.23
T_00200,113.9442,114.4378,113.8699,113.9894,2.51
T_00201,113.9894,116.6303,112.9351,113.1653,2.84
T_00202,113.1653,116.3663,111.9906,112.1678,2.91
T_00203,112.1678,113.9718,105.3675,107.1156,4.53
T_00204,107.1156,115.2739,106.5239,110.4372,3.82
T_00205,110.4372,111.8676,107.5658,110.0821,2.65
T_00206,110.0821,111.5531,107.4382,111.2386,2.95
T_00207,111.2386,115.63,108.0783,108.6328,3.55
T_00208,108.6328,116.2487,107.7479,113.9568,4.62
T_00209,113.9568,122.4553,112.8178,119.4542,4.69
T_00210,119.4542,120.0947,116.1499,117.481,3.3
T_00211,117.481,120.8689,116.6057,120.3338,3.63
T_00212,120.3338,123.984,118.015,123.7186,3.85
T_00213,123.7186,127.5188,118.5253,126.0463,3.42
T_00214,126.0463,126.4472,123.955,123.9661,3.34
T_00215,123.9661,125.0903,123.5836,124.3115,2.63
T_00216,124.3115,125.5006,122.036,123.825,2.7
T_00217,123.825,123.8621,122.5344,122.7772,2.93
T_00218,122.7772,124.4424,121.6649,122.6222,2.57
T_00219,122.6222,123.1871,120.2782,121.2532,3.06
T_00220,121.2532,122.0692,119.9794,121.8443,2.73
T_00221,121.8443,122.1961,120.7882,121.2367,2.75
T_00222,121.2367,122.1075,118.1353,119.7186,3.12
T_00223,119.7186,120.5742,117.3711,119.3592,2.65
T_00224,119.3592,124.0485,117.8992,120.9165,3.11
T_00225,120.9165,124.851,116.6743,123.6582,3.59
T_00226,123.6582,124.7321,120.2428,120.669,3.7
T_00227,120.669,121.3679,119.005,120.1593,2.71
T_00228,120.1593,126.8194,117.5135,122.5422,3.44
T_00229,122.5422,125.881,117.6589,119.0688,3.9
T_00230,119.0688,128.5563,116.466,124.7967,4.78
T_00231,124.7967,129.6922,122.5204,127.3151,3.5
T_00232,127.3151,129.6561,123.8544,129.4303,3.34
T_00233,129.4303,133.7019,124.7139,126.4946,3.68
T_00234,126.4946,127.9838,126.1708,126.3051,2.58
T_00235,126.3051,127.5389,125.6026,126.6154,2.62
T_00236,126.6154,126.7497,120.5851,124.5621,3.33
T_00237,124.5621,132.0051,116.7957,128.7664,4.17
T_00238,128.7664,131.881,128.4401,129.4688,2.77
T_00239,129.4688,132.1564,127.3543,131.3519,3.25
T_00240,131.3519,134.1154,124.7675,126.7228,4.36
T_00241,126.7228,126.7503,124.0442,124.1278,3.55
T_00242,124.1278,126.5506,120.5239,121.7532,3.46
T_00243,121.7532,127.0964,118.2875,125.129,3.84
T_00244,125.129,125.9983,124.6463,125.7383,2.73
T_00245,125.7383,126.6681,125.7069,125.8697,2.54
T_00246,125.8697,127.3154,121.5651,123.4197,3.49
T_00247,123.4197,125.1136,122.3978,123.8242,2.65
T_00248,123.8242,126.4238,123.7111,124.3042,2.68
T_00249,124.3042,124.8525,123.9642,124.2164,2.54
T_00250,124.2164,132.3549,121.5532,130.2806,4.92
T_00251,130.2806,130.524,128.1639,128.6432,3.16
T_00252,128.6432,130.4296,126.9633,127.7946,2.85
T_00253,127.7946,129.406,123.2781,125.9256,3.26
T_00254,125.9256,128.3758,124.2257,126.6804,2.79
T_00255,126.6804,130.0222,125.9507,125.9697,2.79
T_00256,125.9697,130.6392,122.8139,123.4696,3.51
T_00257,123.4696,125.0792,122.9942,123.2917,2.58
T_00258,123.2917,124.266,122.3696,123.2407,2.53
T_00259,123.2407,124.9883,122.689,123.5482,2.62
T_00260,123.5482,127.5122,123.0643,126.8458,3.81
T_00261,126.8458,127.6574,125.5506,126.1349,2.79
T_00262,126.1349,127.7226,124.7014,124.9782,2.97
T_00263,124.9782,132.5515,124.0637,129.7971,4.42
T_00264,129.7971,132.1781,129.6072,131.8562,3.31
T_00265,131.8562,133.9226,130.8481,133.8169,3.28
T_00266,133.8169,136.7529,129.7768,135.3311,3.1
T_00267,135.3311,136.6872,134.2663,134.4146,2.88
T_00268,134.4146,136.4343,132.1696,135.3633,2.87
T_00269,135.3633,137.2407,133.1933,134.0779,3.02
T_00270,134.0779,135.11,126.3157,130.8693,3.79
T_00271,130.8693,133.3496,122.7171,126.9775,4.07
T_00272,126.9775,129.8814,126.9146,128.4535,3.08
T_00273,128.4535,132.7324,126.74,127.0385,3.07
T_00274,127.0385,129.1713,123.5981,128.6331,3.13
T_00275,128.6331,129.2765,128.3826,128.5965,2.52
T_00276,128.5965,131.8967,127.9594,129.4821,2.85
T_00277,129.4821,134.9979,128.5757,134.5211,4.51
T_00278,134.5211,142.0742,132.5686,138.5189,4.09
T_00279,138.5189,139.4929,137.6638,138.8649,2.63
T_00280,138.8649,142.7149,133.8783,140.7004,3.23
T_00281,140.7004,141.0169,132.9876,134.4547,5.01
T_00282,134.4547,137.4401,133.421,135.8858,3.06
T_00283,135.8858,136.5539,133.0089,134.1889,3.19
T_00284,134.1889,135.6431,130.1639,131.7754,3.47
T_00285,131.7754,136.8175,129.0228,134.5644,3.61
T_00286,134.5644,135.875,133.3818,134.1972,2.65
T_00287,134.1972,134.6143,133.9075,134.0181,2.58
T_00288,134.0181,134.7675,130.2253,131.4764,3.52
T_00289,131.4764,132.2874,130.239,132.0796,2.73
T_00290,132.0796,132.7836,130.23,131.2489,2.84
T_00291,131.2489,133.7033,130.6362,133.6986,3.47
T_00292,133.6986,135.2306,131.3736,132.2986,3.07
T_00293,132.2986,137.0401,123.8833,129.3404,3.69
T_00294,129.3404,130.1054,128.5172,129.2419,2.55
T_00295,129.2419,129.4061,128.5351,129.1028,2.56
T_00296,129.1028,133.8979,126.4904,133.661,4.32
T_00297,133.661,133.9874,132.751,133.4079,2.61
T_00298,133.4079,136.4374,132.9138,135.0581,3.15
T_00299,135.0581,138.2335,133.9907,137.7189,3.56
T_00300,137.7189,140.2375,136.5722,137.6418,2.54
T_00301,137.6418,138.384,134.2492,136.6607,2.9
T_00302,136.6607,140.5951,135.7293,139.3825,3.58
T_00303,139.3825,144.4229,137.0468,140.9481,3.12
T_00304,140.9481,143.7342,139.6414,140.2814,2.77
T_00305,140.2814,141.8672,138.4707,140.8383,2.71
T_00306,140.8383,141.1264,140.2108,140.4071,2.68
T_00307,140.4071,140.8131,140.3487,140.6037,2.57
T_00308,140.6037,144.9865,140.2068,143.3924,3.61
T_00309,143.3924,143.9846,140.4914,140.7668,3.56
T_00310,140.7668,142.3217,139.4222,141.8071,2.91
T_00311,141.8071,144.5875,141.4536,143.951,3.35
T_00312,143.951,144.5565,143.4286,143.826,2.56
T_00313,143.826,146.1404,142.7808,145.2408,3.06
T_00314,145.2408,145.309,145.0786,145.0789,2.57
T_00315,145.0789,146.4508,143.1301,144.2568,2.84
T_00316,144.2568,145.1331,141.9563,142.2961,3.29
T_00317,142.2961,143.1693,139.5325,142.9412,2.75
T_00318,142.9412,144.3721,139.6731,140.2849,3.57
T_00319,140.2849,140.4867,137.9038,139.1422,2.97
T_00320,139.1422,142.1418,137.0504,138.2053,2.88
T_00321,138.2053,138.7489,127.6758,135.2765,3.68
T_00322,135.2765,139.1333,134.8724,136.4103,2.94
T_00323,136.4103,137.2804,136.016,136.63,2.58
T_00324,136.63,138.2414,130.8217,132.1083,4.32
T_00325,132.1083,136.61,129.0932,136.0564,4.07
T_00326,136.0564,139.5646,128.1756,130.0385,4.92
T_00327,130.0385,136.8897,129.2617,134.076,4.11
T_00328,134.076,138.4099,126.9392,130.2444,4.04
T_00329,130.2444,136.4758,129.5694,133.1651,3.66
T_00330,133.1651,134.904,132.6268,133.0858,2.54
T_00331,133.0858,134.5901,129.8075,134.4667,3.04
T_00332,134.4667,134.6987,133.9849,134.3093,2.57
T_00333,134.3093,135.6151,133.6882,134.0942,2.6
T_00334,134.0942,135.9549,132.895,134.4253,2.62
T_00335,134.4253,137.7443,133.5711,135.8536,3.06
T_00336,135.8536,136.6012,133.7533,134.4937,3.05
T_00337,134.4937,136.0269,130.4626,133.5564,2.88
T_00338,133.5564,135.0643,132.5103,134.9051,3.03
T_00339,134.9051,136.9922,132.2149,136.2132,3.02
T_00340,136.2132,139.6432,132.8601,133.6953,3.52
T_00341,133.6953,135.6122,130.1992,130.3644,3.84
T_00342,130.3644,131.28,128.2692,129.7362,2.76
T_00343,129.7362,131.7514,128.6401,130.136,2.65
T_00344,130.136,136.4618,129.07,132.614,3.48
T_00345,132.614,133.089,130.3331,131.3275,3.02
T_00346,131.3275,133.5847,127.9739,128.2499,3.74
T_00347,128.2499,129.5354,125.4729,127.379,2.86
T_00348,127.379,129.4658,121.2157,122.3279,4.53
T_00349,122.3279,124.616,119.5681,120.5339,3.23
T_00350,120.5339,125.416,119.2011,123.1449,3.54
T_00351,123.1449,128.5297,113.1722,117.2767,4.86
T_00352,117.2767,123.3317,113.7919,120.85,3.92
T_00353,120.85,127.0896,117.5503,122.7783,3.26
T_00354,122.7783,124.661,121.0429,124.5086,3.18
T_00355,124.5086,127.0187,122.4621,125.58,2.92
T_00356,125.58,128.6972,122.7954,123.054,3.52
T_00357,123.054,123.8069,120.4721,121.3628,3.19
T_00358,121.3628,123.5108,119.7647,120.2857,2.94
T_00359,120.2857,121.5231,115.2438,117.615,3.58
T_00360,117.615,121.3918,116.9492,119.9057,3.41
T_00361,119.9057,121.0372,117.4161,117.7028,3.39
T_00362,117.7028,118.6704,115.3775,118.1836,2.68
T_00363,118.1836,118.5139,113.3089,116.2732,3.27
T_00364,116.2732,118.3568,114.5312,115.181,2.94
T_00365,115.181,115.2817,110.4393,112.9192,3.41
T_00366,112.9192,114.785,112.029,113.8622,2.87
T_00367,113.8622,117.3297,111.3322,116.9024,3.71
T_00368,116.9024,117.0867,115.3372,116.0069,2.87
T_00369,116.0069,123.4337,114.3062,119.2413,3.79
T_00370,119.2413,120.9036,115.9254,118.3181,2.88
T_00371,118.3181,122.7471,107.8694,112.1771,4.96
T_00372,112.1771,114.1025,111.6451,113.334,2.95
T_00373,113.334,115.3769,112.2349,114.6547,3.02
T_00374,114.6547,121.0219,108.1764,118.2944,3.95
T_00375,118.2944,126.546,117.28,125.5924,5.41
T_00376,125.5924,125.6835,122.7536,124.0719,3.12
T_00377,124.0719,129.8163,118.8199,126.686,3.54
T_00378,126.686,131.2006,125.4192,128.8181,3.34
T_00379,128.8181,132.7685,126.7224,126.8276,3.31
T_00380,126.8276,127.0778,125.1668,126.6344,2.59
T_00381,126.6344,128.88,124.7817,128.0513,3.06
T_00382,128.0513,128.5879,127.5532,128.5783,2.7
T_00383,128.5783,131.7676,127.2893,130.5128,3.27
T_00384,130.5128,131.3013,128.7943,130.4549,2.53
T_00385,130.4549,132.036,129.9375,131.515,2.92
T_00386,131.515,132.061,130.3233,130.6486,2.85
T_00387,130.6486,131.4828,128.7581,130.0206,2.76
T_00388,130.0206,131.1225,125.4033,128.7153,3.03
T_00389,128.7153,131.9508,126.9321,127.3725,3.05
T_00390,127.3725,129.355,122.9593,124.2324,3.77
T_00391,124.2324,129.0374,120.4536,126.2814,3.31
T_00392,126.2814,128.6444,114.8847,120.7968,4.7
T_00393,120.7968,121.0254,118.651,118.7078,3.34
T_00394,118.7078,120.0406,118.0807,119.281,2.72
T_00395,119.281,120.7211,119.1914,120.0415,2.8
T_00396,120.0415,123.0135,119.5162,122.6514,3.54
T_00397,122.6514,124.6222,121.2156,121.2408,3.07
T_00398,121.2408,127.7672,121.0928,123.7461,3.49
T_00399,123.7461,124.0846,119.7536,120.564,3.78
T_00400,120.564,121.534,120.0006,121.055,2.69
T_00401,121.055,129.6019,114.9803,117.4079,3.97
T_00402,117.4079,130.1542,114.9314,122.4081,4.49
T_00403,122.4081,122.9338,121.7179,122.8899,2.68
T_00404,122.8899,125.8004,118.3362,119.4181,3.9
T_00405,119.4181,123.6151,117.0878,121.5486,3.34
T_00406,121.5486,126.1731,120.5671,125.0228,3.88
T_00407,125.0228,126.9111,124.0047,126.0065,2.88
T_00408,126.0065,127.7149,125.5185,126.7247,2.78
T_00409,126.7247,126.9161,125.6064,126.6606,2.53
T_00410,126.6606,128.2685,124.3006,128.0246,3.04
T_00411,128.0246,129.6738,127.0262,127.1572,2.85
T_00412,127.1572,127.5419,121.3585,124.8339,3.44
T_00413,124.8339,126.8972,124.4371,126.3414,3.1
T_00414,126.3414,126.3783,122.08,124.5825,3.21
T_00415,124.5825,125.5194,124.5497,124.7526,2.56
T_00416,124.7526,128.7015,123.4549,126.3503,3.13
T_00417,126.3503,129.0881,125.6765,128.7618,3.46
T_00418,128.7618,129.6435,123.1286,125.5986,3.77
T_00419,125.5986,126.1243,123.4836,124.0622,3.12
T_00420,124.0622,125.5214,112.9243,117.5504,5.11
T_00421,117.5504,119.8503,114.8496,115.751,3.23
T_00422,115.751,116.9879,111.4565,111.7656,4.1
T_00423,111.7656,112.8576,109.7936,112.0631,2.61
T_00424,112.0631,114.4358,107.3139,108.9299,3.76
T_00425,108.9299,117.0644,103.9974,113.1167,4.17
T_00426,113.1167,117.6383,112.7651,115.9504,3.62
T_00427,115.9504,118.3104,113.5528,117.4397,3.09
T_00428,117.4397,117.5392,114.4658,115.7847,3.17
T_00429,115.7847,116.9782,114.8321,115.7335,2.53
T_00430,115.7335,118.5494,114.02,115.2587,2.7
T_00431,115.2587,121.3151,113.3204,117.8644,3.53
T_00432,117.8644,124.9079,114.6469,122.8147,4.47
T_00433,122.8147,125.6356,120.5558,123.5825,2.8
T_00434,123.5825,125.0258,121.8244,124.0408,2.67
T_00435,124.0408,127.2582,122.7425,126.2333,3.37
T_00436,126.2333,130.3917,122.3856,129.481,3.79
T_00437,129.481,130.4949,126.4061,127.4293,3.33
T_00438,127.4293,128.8175,124.3479,125.4182,3.31
T_00439,125.4182,125.5554,121.2511,122.5901,3.64
T_00440,122.5901,123.9592,121.8097,123.1903,2.73
T_00441,123.1903,124.3839,118.3876,119.0029,4.18
T_00442,119.0029,125.95,118.1729,121.5808,3.52
T_00443,121.5808,123.3464,119.2983,122.6764,2.93
T_00444,122.6764,123.9683,119.4787,119.6306,3.73
T_00445,119.6306,126.4025,118.4633,123.0632,3.87
T_00446,123.0632,126.5507,122.421,124.7911,3.18
T_00447,124.7911,127.5454,123.5485,125.1378,2.63
T_00448,125.1378,134.8482,123.2161,131.3935,4.99
T_00449,131.3935,135.4256,129.5,130.7537,2.76
T_00450,130.7537,133.0169,125.509,128.1736,3.54
T_00451,128.1736,129.2521,126.4824,127.1924,2.9
T_00452,127.1924,127.7094,125.814,126.8369,2.65
T_00453,126.8369,131.1397,122.2543,129.54,3.57
T_00454,129.54,131.8743,126.9364,127.4079,3.36
T_00455,127.4079,128.8038,127.2192,128.2342,2.82
T_00456,128.2342,130.6078,127.105,130.1594,3.26
T_00457,130.1594,130.2364,125.3136,127.8239,3.44
T_00458,127.8239,130.3276,126.3376,129.3532,3.1
T_00459,129.3532,132.3467,128.2171,131.3856,3.3
T_00460,131.3856,132.8047,129.7319,130.9983,2.66
T_00461,130.9983,135.1194,130.8667,132.5036,3.09
T_00462,132.5036,133.8686,130.1512,131.6465,2.85
T_00463,131.6465,133.0821,129.1106,129.7154,3.28
T_00464,129.7154,133.6547,127.5442,127.8143,3.27
T_00465,127.8143,129.2115,119.2883,121.3264,5.1
T_00466,121.3264,121.9079,118.1286,121.2131,2.55
T_00467,121.2131,124.1031,120.2349,122.0821,2.84
T_00468,122.0821,125.664,122.0056,123.0137,2.86
T_00469,123.0137,123.2068,119.9389,121.8629,2.97
T_00470,121.8629,123.7882,118.1122,120.1046,3.21
T_00471,120.1046,125.6564,113.4557,124.0249,4.06
T_00472,124.0249,127.7685,121.2789,126.6024,3.52
T_00473,126.6024,130.3158,124.7597,129.6944,3.73
T_00474,129.6944,132.3022,129.2453,131.2754,3.12
T_00475,131.2754,132.5185,131.1362,132.0453,2.8
T_00476,132.0453,138.9549,128.7064,134.7878,3.59
T_00477,134.7878,136.1693,134.0461,135.6924,2.85
T_00478,135.6924,139.8594,135.4692,137.7408,3.31
T_00479,137.7408,140.1924,136.2965,138.8964,2.95
T_00480,138.8964,139.5572,138.7326,139.3071,2.66
T_00481,139.3071,140.0987,135.7044,137.4579,3.25
T_00482,137.4579,138.3729,135.4667,136.4564,2.91
T_00483,136.4564,137.1818,133.3657,135.5644,2.87
T_00484,135.5644,138.8329,132.6511,133.9089,3.17
T_00485,133.9089,135.4357,131.6711,132.4254,3.1
T_00486,132.4254,133.4936,131.9681,132.6729,2.59
