step_id,norm_open,norm_high,norm_low,norm_close,norm_volume
T_00100,100.5999,100.7225,100.5946,100.6809,7.27
T_00101,100.6809,100.8642,100.4397,100.4865,9.75
T_00102,100.4865,100.6862,100.4555,100.6407,8.59
T_00103,100.6407,100.8596,100.5715,100.7956,8.62
T_00104,100.7956,100.9657,100.5682,100.6506,8.84
T_00105,100.6506,100.7159,100.2169,100.3039,12.51
T_00106,100.3039,100.4265,100.1727,100.383,18.03
T_00107,100.383,100.3883,100.0831,100.2531,21.45
T_00108,100.2531,100.7027,99.911,100.5096,26.11
T_00109,100.5096,100.704,100.5043,100.6071,18.9
T_00110,100.6071,100.7093,100.1931,100.3052,29.27
T_00111,100.3052,100.3434,100.2393,100.2472,7.28
T_00112,100.2472,100.2498,100.1365,100.143,8.12
T_00113,100.143,100.3316,99.9196,99.9631,9.52
T_00114,99.9631,100.0013,99.9374,99.967,6.17
T_00115,99.967,100.062,99.8952,99.9591,6.39
T_00116,99.9591,100.0613,99.9354,100.0112,6.71
T_00117,100.0112,100.0356,99.9572,99.9697,7.01
T_00118,99.9697,99.9829,99.878,99.9506,6.59
T_00119,99.9506,100.0204,99.9117,100.0,6.66
T_00120,100.0,100.0732,99.9506,100.0514,6.69
T_00121,100.0514,100.1707,100.0105,100.1529,7.62
T_00122,100.1529,100.2096,100.0257,100.0422,8.26
T_00123,100.0422,100.2564,99.878,100.203,8.69
T_00124,100.203,100.3573,99.9598,100.0653,8.73
T_00125,100.0653,100.203,99.9433,100.1332,6.99
T_00126,100.1332,100.3013,99.4654,99.8985,10.51
T_00127,99.8985,100.1681,99.739,100.1035,9.49
T_00128,100.1035,100.118,99.886,99.975,8.59
T_00129,99.975,100.6427,99.7963,100.3691,32.34
T_00130,100.3691,100.4733,100.2109,100.2584,20.58
T_00131,100.2584,101.6038,99.5768,100.8036,39.24
T_00132,100.8036,100.8517,100.6434,100.826,15.51
T_00133,100.826,101.2202,100.4179,100.47,31.68
T_00134,100.47,100.4852,100.3006,100.3415,8.55
T_00135,100.3415,100.437,100.0547,100.2182,8.47
T_00136,100.2182,100.2914,100.1213,100.1833,6.87
T_00137,100.1833,100.3289,100.1074,100.2815,7.55
T_00138,100.2815,100.4094,99.9703,100.1477,8.66
T_00139,100.1477,100.1997,100.0712,100.147,6.24
T_00140,100.147,100.2624,100.0389,100.2485,7.61
T_00141,100.2485,100.3784,100.2327,100.2821,6.38
T_00142,100.2821,100.4278,100.2617,100.3698,7.37
T_00143,100.3698,100.4107,100.2334,100.2663,8.11
T_00144,100.2663,100.4054,100.2518,100.3415,7.15
T_00145,100.3415,100.4351,100.1028,100.2254,8.34
T_00146,100.2254,100.2657,100.2241,100.2386,6.01
T_00147,100.2386,100.4001,100.1529,100.3995,8.7
T_00148,100.3995,100.5524,100.3289,100.4904,7.43
T_00149,100.4904,100.5491,100.4647,100.5148,6.24
T_00150,100.5148,100.6071,100.2722,100.4799,6.85
T_00151,100.4799,100.6454,100.1391,100.3434,8.7
T_00152,100.3434,100.8761,100.0541,100.5333,23.08
T_00153,100.5333,101.2512,100.5142,100.9426,33.08
T_00154,100.9426,100.9459,100.7093,100.913,16.82
T_00155,100.913,101.0857,100.7436,100.9677,17.0
T_00156,100.9677,100.9842,100.4529,100.6724,28.89
T_00157,100.6724,100.7541,100.5985,100.7159,6.58
T_00158,100.7159,101.0316,100.6895,100.9611,10.27
T_00159,100.9611,101.0323,100.793,100.8286,8.6
T_00160,100.8286,100.8359,100.6018,100.7264,8.05
T_00161,100.7264,100.7337,100.6394,100.6994,6.69
T_00162,100.6994,100.7436,100.6091,100.6757,6.64
T_00163,100.6757,100.735,100.6519,100.7014,6.26
T_00164,100.7014,100.8253,100.6124,100.7779,7.19
T_00165,100.7779,100.9413,100.7614,100.9301,8.58
T_00166,100.9301,101.2854,100.8899,101.1575,9.94
T_00167,101.1575,101.3672,100.973,101.3507,9.34
T_00168,101.3507,101.381,100.7396,101.1107,10.54
T_00169,101.1107,101.1457,101.0079,101.0178,7.86
T_00170,101.0178,101.5168,100.7343,101.3085,11.1
T_00171,101.3085,101.7924,101.1655,101.6216,11.54
T_00172,101.6216,101.915,101.5227,101.7515,8.21
T_00173,101.7515,102.0026,101.5893,101.996,10.3
T_00174,101.996,102.3289,101.9407,102.2419,10.34
T_00175,102.2419,102.5399,101.9987,102.4713,25.15
T_00176,102.4713,102.6744,102.4483,102.5043,16.24
T_00177,102.5043,102.5867,102.4225,102.5326,16.02
T_00178,102.5326,102.9466,102.2189,102.6401,19.65
T_00179,102.6401,102.9947,102.0719,102.9677,29.66
T_00180,102.9677,103.1338,102.7838,103.114,8.59
T_00181,103.114,103.1351,102.7825,102.9064,9.85
T_00182,102.9064,102.9776,102.8629,102.9229,6.22
T_00183,102.9229,103.0,102.8701,102.9499,6.41
T_00184,102.9499,102.9914,102.7456,102.7686,9.38
T_00185,102.7686,102.8016,102.5676,102.6849,7.61
T_00186,102.6849,102.8082,102.5247,102.7838,7.71
T_00187,102.7838,102.8194,102.7765,102.8082,6.35
T_00188,102.8082,102.8227,102.704,102.8194,6.11
T_00189,102.8194,102.8537,102.65,102.7568,7.22
T_00190,102.7568,102.7739,102.6467,102.6493,8.05
T_00191,102.6493,102.7205,102.4555,102.4871,9.05
T_00192,102.4871,102.5214,102.4542,102.468,6.45
T_00193,102.468,102.5544,102.1833,102.3276,8.66
T_00194,102.3276,102.3619,102.1773,102.263,7.29
T_00195,102.263,102.3566,102.0033,102.0646,9.74
T_00196,102.0646,102.3184,102.06,102.1602,7.61
T_00197,102.1602,102.2762,102.0844,102.2459,7.45
T_00198,102.2459,102.3026,102.0916,102.1252,8.32
T_00199,102.1252,102.1852,102.1042,102.1226,15.43
T_00200,102.1226,102.1793,102.0554,102.1424,15.58
T_00201,102.1424,102.4575,101.9888,102.3685,24.99
T_00202,102.3685,102.561,102.1074,102.1305,26.13
T_00203,102.1305,102.2202,101.9433,102.0956,16.88
T_00204,102.0956,102.1009,102.0389,102.0396,7.15
T_00205,102.0396,102.1477,102.0119,102.0171,6.54
T_00206,102.0171,102.0613,102.0046,102.033,6.16
T_00207,102.033,102.0811,101.9743,102.0191,6.39
T_00208,102.0191,102.1002,101.8833,101.9723,6.98
T_00209,101.9723,102.002,101.9136,101.9545,6.45
T_00210,101.9545,101.9677,101.8069,101.8767,7.56
T_00211,101.8767,101.878,101.826,101.8273,7.03
T_00212,101.8273,102.2531,101.5682,101.6018,10.25
T_00213,101.6018,101.6823,101.5129,101.5326,7.41
T_00214,101.5326,101.588,101.4773,101.5287,6.23
T_00215,101.5287,101.6915,101.5129,101.5959,7.06
T_00216,101.5959,101.6276,101.5768,101.6223,6.33
T_00217,101.6223,101.8827,100.9723,101.2848,12.3
T_00218,101.2848,101.3454,101.085,101.1938,7.83
T_00219,101.1938,101.2142,101.1701,101.1885,6.26
T_00220,101.1885,101.3626,100.938,101.1562,6.77
T_00221,101.1562,101.6084,101.1404,101.3329,9.04
T_00222,101.3329,101.3988,100.1061,100.2742,63.59
T_00223,100.2742,100.6381,99.9703,100.6117,29.8
T_00224,100.6117,100.8115,100.4403,100.7838,22.3
T_00225,100.7838,101.3309,100.5142,101.2538,35.92
T_00226,101.2538,101.4015,100.7904,101.0086,26.59
T_00227,101.0086,101.0679,100.967,101.027,6.14
T_00228,101.027,101.261,100.9552,101.2327,9.56
T_00229,101.2327,101.4298,100.9281,101.0066,10.29
T_00230,101.0066,101.0521,100.9717,100.9756,6.75
T_00231,100.9756,101.0916,100.7706,100.8326,8.79
T_00232,100.8326,100.996,100.8227,100.9301,7.58
T_00233,100.9301,101.0178,100.8754,100.9789,6.69
T_00234,100.9789,101.0264,100.9354,101.0152,6.47
T_00235,101.0152,101.1147,100.9835,101.0712,6.84
T_00236,101.0712,101.1154,100.7363,100.909,9.14
T_00237,100.909,101.1463,100.8095,100.9881,7.25
T_00238,100.9881,101.0488,100.8411,101.029,6.55
T_00239,101.029,101.1094,100.9914,101.0382,6.01
T_00240,101.0382,101.3322,100.82,100.9183,8.37
T_00241,100.9183,101.5702,100.4825,101.1325,9.7
T_00242,101.1325,101.2769,101.0798,101.18,6.7
T_00243,101.18,101.2558,101.0488,101.2274,6.68
T_00244,101.2274,101.4001,100.9875,101.1114,8.28
T_00245,101.1114,101.4647,101.0692,101.2854,22.45
T_00246,101.2854,101.6579,100.8985,101.4871,23.75
T_00247,101.4871,101.6678,101.3191,101.6546,22.22
T_00248,101.6546,101.911,101.4562,101.563,19.54
T_00249,101.563,101.7805,101.2848,101.6777,19.84
T_00250,101.6777,101.8049,101.6335,101.7904,7.9
T_00251,101.7904,102.0455,101.7851,101.9848,9.4
T_00252,101.9848,102.143,101.9222,102.0824,7.64
T_00253,102.0824,102.1562,101.9934,102.1035,6.25
T_00254,102.1035,102.385,101.9433,102.2762,9.02
T_00255,102.2762,102.439,102.2591,102.3395,7.04
T_00256,102.3395,102.3876,102.2729,102.2742,7.3
T_00257,102.2742,102.3197,102.1701,102.2472,6.61
T_00258,102.2472,102.2848,102.1734,102.2406,6.24
T_00259,102.2406,102.3322,102.176,102.18,7.21
T_00260,102.18,102.3131,101.8787,102.0923,7.72
T_00261,102.0923,102.1338,101.9183,101.9367,8.96
T_00262,101.9367,101.9723,101.8958,101.9275,6.31
T_00263,101.9275,101.9987,101.8187,101.9657,6.56
T_00264,101.9657,102.0481,101.9394,102.0165,6.79
T_00265,102.0165,102.1365,101.6519,101.733,11.3
T_00266,101.733,102.0396,101.6796,101.8701,8.35
T_00267,101.8701,101.9394,101.4766,101.7548,8.24
T_00268,101.7548,102.1292,101.6856,101.9202,22.18
T_00269,101.9202,102.3837,101.7403,102.2868,31.35
T_00270,102.2868,102.416,101.7462,102.0613,25.57
T_00271,102.0613,102.3355,101.3171,101.7258,30.57
T_00272,101.7258,101.878,101.5089,101.737,15.14
T_00273,101.737,101.7535,101.6711,101.7245,6.38
T_00274,101.7245,101.7713,101.6315,101.6394,7.7
T_00275,101.6394,101.8108,101.4964,101.7891,8.58
T_00276,101.7891,101.9604,101.7047,101.913,8.11
T_00277,101.913,102.1048,101.592,101.739,9.3
T_00278,101.739,101.9624,101.6144,101.8873,8.56
T_00279,101.8873,101.9736,101.853,101.9453,6.92
T_00280,101.9453,101.9684,101.7666,101.8616,7.66
T_00281,101.8616,101.8853,101.7864,101.8405,6.52
T_00282,101.8405,101.9031,101.7891,101.8477,6.01
T_00283,101.8477,101.9222,101.7271,101.7442,8.02
T_00284,101.7442,101.8253,101.584,101.6566,7.74
T_00285,101.6566,101.6994,101.5979,101.6388,6.48
T_00286,101.6388,101.6763,101.5241,101.6572,6.19
T_00287,101.6572,101.7324,101.5748,101.731,7.2
T_00288,101.731,101.8583,100.9901,101.3718,12.68
T_00289,101.3718,101.3949,101.2696,101.3659,6.28
T_00290,101.3659,101.4015,100.9756,101.0745,11.47
T_00291,101.0745,101.2347,101.0138,101.1608,18.46
T_00292,101.1608,101.3184,100.8497,101.12,17.3
T_00293,101.12,101.269,101.0191,101.1721,16.93
T_00294,101.1721,101.3131,100.9057,100.9848,23.96
T_00295,100.9848,101.1154,100.2604,100.5814,33.84
T_00296,100.5814,100.8312,100.5695,100.7548,8.94
T_00297,100.7548,100.7719,100.5293,100.5465,9.99
T_00298,100.5465,100.5662,100.3303,100.4483,8.0
T_00299,100.4483,100.5722,100.4028,100.5372,7.4
T_00300,100.5372,100.8853,100.4173,100.7146,9.02
T_00301,100.7146,100.7212,100.6711,100.7001,6.47
T_00302,100.7001,100.8312,100.5999,100.8293,8.14
T_00303,100.8293,101.2722,100.7831,101.0455,9.74
T_00304,101.0455,101.058,100.7825,100.9736,7.49
T_00305,100.9736,101.1529,100.7811,101.0962,8.04
T_00306,101.0962,101.1022,100.9835,101.0191,7.58
T_00307,101.0191,101.1786,100.9908,101.0883,7.08
T_00308,101.0883,101.4403,101.056,101.383,11.18
T_00309,101.383,101.5333,101.2373,101.2868,7.92
T_00310,101.2868,101.3039,101.1371,101.1582,8.51
T_00311,101.1582,101.3448,101.0725,101.2736,7.92
T_00312,101.2736,101.5689,100.938,101.5313,10.51
T_00313,101.5313,101.6243,101.2676,101.3843,8.83
T_00314,101.3843,101.5709,101.3191,101.5485,8.83
T_00315,101.5485,101.7449,101.3283,101.4028,22.02
T_00316,101.4028,101.6229,100.8958,101.1444,27.19
T_00317,101.1444,101.1964,100.88,101.0712,18.77
T_00318,101.0712,101.1351,100.5438,100.791,28.19
T_00319,100.791,100.8879,100.59,100.5985,24.27
T_00320,100.5985,100.6533,100.5175,100.6071,6.05
T_00321,100.6071,100.7376,100.4436,100.5465,7.32
T_00322,100.5465,100.71,100.5234,100.5992,6.75
T_00323,100.5992,100.9829,100.5491,100.7884,9.24
T_00324,100.7884,100.9479,100.5517,100.737,7.13
T_00325,100.737,100.8174,100.7146,100.7792,6.57
T_00326,100.7792,100.8418,100.6539,100.7521,6.68
T_00327,100.7521,100.8517,100.5063,100.6018,8.95
T_00328,100.6018,100.6427,100.3191,100.5333,7.45
T_00329,100.5333,100.735,100.0026,100.3757,9.08
T_00330,100.3757,100.5056,100.0435,100.2109,9.22
T_00331,100.2109,100.325,100.1088,100.1688,7.0
T_00332,100.1688,100.1833,100.1384,100.1819,6.01
T_00333,100.1819,100.2281,100.1543,100.1978,6.05
T_00334,100.1978,100.5129,99.9156,100.4298,9.99
T_00335,100.4298,100.6546,100.2189,100.5695,8.32
T_00336,100.5695,100.8108,100.5168,100.737,8.85
T_00337,100.737,100.7666,100.6374,100.6579,7.64
T_00338,100.6579,100.8326,100.5735,100.7179,17.23
T_00339,100.7179,100.7238,100.4581,100.5366,23.78
T_00340,100.5366,100.7502,100.4305,100.5016,17.12
T_00341,100.5016,100.5122,100.443,100.4575,17.53
T_00342,100.4575,100.4951,100.0976,100.2683,24.15
T_00343,100.2683,100.3771,100.1252,100.1813,7.81
T_00344,100.1813,100.2663,99.9802,100.1022,7.67
T_00345,100.1022,100.1885,100.0778,100.1365,6.38
T_00346,100.1365,100.3916,100.0995,100.2498,7.83
T_00347,100.2498,100.3092,100.1701,100.2004,7.12
T_00348,100.2004,100.4608,100.1266,100.3612,8.7
T_00349,100.3612,100.4377,100.3164,100.4166,6.78
T_00350,100.4166,100.5129,99.9492,100.1978,10.2
T_00351,100.1978,100.2228,100.1872,100.1872,6.42
T_00352,100.1872,100.5122,100.1068,100.3263,8.3
T_00353,100.3263,100.6117,100.0165,100.1569,9.31
T_00354,100.1569,100.2327,100.12,100.1918,6.4
T_00355,100.1918,100.2202,100.0956,100.1325,7.31
T_00356,100.1325,100.2933,100.0501,100.0903,6.99
T_00357,100.0903,100.3078,99.8965,100.1786,7.37
T_00358,100.1786,100.4489,99.5808,99.8998,11.31
T_00359,99.8998,100.5386,99.7858,100.2775,12.63
T_00360,100.2775,100.5115,99.7956,99.975,11.73
T_00361,99.975,100.4192,99.4957,100.2215,25.61
T_00362,100.2215,100.7251,99.9921,100.4733,25.92
T_00363,100.4733,100.6684,100.3902,100.6058,20.47
T_00364,100.6058,101.2195,100.2156,100.9848,31.73
T_00365,100.9848,101.203,100.8187,101.2004,24.33
T_00366,101.2004,101.2399,101.1101,101.145,7.18
T_00367,101.145,101.2037,101.0527,101.1127,6.76
T_00368,101.1127,101.1773,100.8293,101.0138,7.98
T_00369,101.0138,101.2109,100.9987,101.1187,7.72
T_00370,101.1187,101.2294,101.1028,101.178,6.9
T_00371,101.178,101.2294,100.9156,101.0784,7.99
T_00372,101.0784,101.4331,101.0534,101.238,8.72
T_00373,101.238,101.6519,101.2274,101.3869,8.54
T_00374,101.3869,101.5985,101.3487,101.4674,7.3
T_00375,101.4674,101.5043,101.3316,101.3995,7.4
T_00376,101.3995,101.499,101.2518,101.3032,7.91
T_00377,101.3032,101.3461,101.2241,101.2795,6.61
T_00378,101.2795,101.3678,101.1694,101.3395,6.93
T_00379,101.3395,101.5504,101.2301,101.5313,9.32
T_00380,101.5313,102.1991,101.2479,101.8082,10.89
T_00381,101.8082,101.8945,101.766,101.7844,6.57
T_00382,101.7844,102.1582,101.4285,101.9677,9.19
T_00383,101.9677,101.9868,101.7119,101.7765,9.62
T_00384,101.7765,102.4403,101.5016,102.1009,29.41
T_00385,102.1009,102.561,101.7205,102.2518,21.54
T_00386,102.2518,103.0204,101.4937,101.8266,34.63
T_00387,101.8266,102.5788,101.0191,101.2802,40.23
T_00388,101.2802,101.379,100.8392,101.0692,25.02
T_00389,101.0692,101.2399,101.0257,101.1931,8.07
T_00390,101.1931,101.4456,100.9374,101.3368,8.44
T_00391,101.3368,101.3507,101.2643,101.3204,6.47
T_00392,101.3204,101.6117,101.2169,101.4344,7.91
T_00393,101.4344,101.6163,101.3606,101.5056,7.13
T_00394,101.5056,101.6935,101.4865,101.5827,7.25
T_00395,101.5827,101.6117,101.4773,101.4957,7.74
T_00396,101.4957,101.6368,101.2782,101.3217,9.33
T_00397,101.3217,101.5326,101.0672,101.0916,10.36
T_00398,101.0916,101.0916,101.0277,101.0791,6.4
T_00399,101.0791,101.2505,100.8761,100.9802,7.98
T_00400,100.9802,101.1411,100.973,101.0376,6.85
T_00401,101.0376,101.1285,100.8003,100.9413,7.95
T_00402,100.9413,101.1404,100.9308,100.9703,6.34
T_00403,100.9703,101.1496,100.6671,100.8939,7.57
T_00404,100.8939,100.9426,100.5867,100.7179,9.4
T_00405,100.7179,100.8695,100.7073,100.7798,6.92
T_00406,100.7798,101.0613,100.3889,100.437,12.43
T_00407,100.437,100.6829,100.2577,100.6091,22.27
T_00408,100.6091,101.0547,100.5359,100.9651,30.68
T_00409,100.9651,101.0659,100.9143,101.0198,17.02
T_00410,101.0198,101.4799,100.1734,100.1984,52.85
T_00411,100.1984,100.6645,100.0448,100.5326,29.64
T_00412,100.5326,100.6632,100.4305,100.6276,7.51
T_00413,100.6276,100.7858,100.5715,100.6849,6.84
T_00414,100.6849,100.8128,100.6434,100.7739,7.42
T_00415,100.7739,100.7937,100.5386,100.6994,7.57
T_00416,100.6994,100.7179,100.5867,100.619,7.66
T_00417,100.619,100.6335,100.5953,100.6111,6.35
T_00418,100.6111,100.7779,100.4476,100.4852,8.5
T_00419,100.4852,100.5221,100.416,100.5036,6.12
T_00420,100.5036,100.5953,100.0666,100.2386,11.04
T_00421,100.2386,100.412,100.1173,100.3395,7.6
T_00422,100.3395,100.6302,99.9545,100.058,11.34
T_00423,100.058,100.118,99.7324,99.971,7.82
T_00424,99.971,100.0606,99.9413,99.9921,6.14
T_00425,99.9921,100.1239,99.9552,100.0138,6.17
T_00426,100.0138,100.118,99.8952,100.0152,6.23
T_00427,100.0152,100.0152,99.9281,100.0059,6.4
T_00428,100.0059,100.1971,99.768,99.7779,10.39
T_00429,99.7779,99.909,99.7396,99.8787,7.58
T_00430,99.8787,99.9611,99.7086,99.9347,6.76
T_00431,99.9347,100.1668,99.8682,99.9802,16.46
T_00432,99.9802,100.1819,99.4865,100.1127,20.42
T_00433,100.1127,100.2136,100.0587,100.1226,15.13
T_00434,100.1226,100.3652,99.385,99.6889,35.32
T_00435,99.6889,99.9618,99.5155,99.9196,24.84
T_00436,99.9196,100.0929,99.849,100.0765,8.62
T_00437,100.0765,100.2828,99.913,100.1852,7.74
T_00438,100.1852,100.2485,100.1187,100.205,6.13
T_00439,100.205,100.472,99.8794,100.062,8.84
T_00440,100.062,100.1536,100.002,100.0191,7.03
T_00441,100.0191,100.1147,99.7831,99.9723,7.09
T_00442,99.9723,99.9921,99.9051,99.9229,7.13
T_00443,99.9229,100.1898,99.8965,100.0804,8.62
T_00444,100.0804,100.2334,99.9374,100.2307,8.51
T_00445,100.2307,100.2446,100.1312,100.1938,6.91
T_00446,100.1938,100.3428,100.1266,100.265,7.07
T_00447,100.265,100.4133,100.261,100.3026,6.46
T_00448,100.3026,100.4595,100.029,100.1595,8.82
T_00449,100.1595,100.439,99.9921,100.2544,7.49
T_00450,100.2544,100.3217,99.9169,99.9426,11.89
T_00451,99.9426,100.0033,99.8471,99.9914,6.64
T_00452,99.9914,100.1997,99.969,100.0778,7.33
T_00453,100.0778,100.4153,99.9473,100.3896,11.43
T_00454,100.3896,101.0468,100.0185,100.824,34.24
T_00455,100.824,100.886,100.6269,100.8589,16.09
T_00456,100.8589,100.9927,100.7937,100.9624,19.22
T_00457,100.9624,101.3863,100.9176,101.2202,26.27
T_00458,101.2202,101.5979,100.7904,100.9756,26.55
T_00459,100.9756,101.0046,100.9453,100.9868,6.01
T_00460,100.9868,101.029,100.8609,101.0283,6.57
T_00461,101.0283,101.0916,100.7403,100.884,8.82
T_00462,100.884,100.8912,100.4067,100.6486,10.48
T_00463,100.6486,101.1002,100.4403,100.8991,10.36
T_00464,100.8991,101.1714,100.8504,100.9717,7.12
T_00465,100.9717,100.9769,100.8227,100.9459,6.66
T_00466,100.9459,101.0995,100.8945,101.0587,7.86
T_00467,101.0587,101.087,101.0356,101.0435,6.45
T_00468,101.0435,101.0943,101.0323,101.0659,6.21
T_00469,101.0659,101.1714,100.8339,100.9947,7.47
T_00470,100.9947,101.1206,100.9941,101.0396,6.62
T_00471,101.0396,101.114,101.031,101.085,6.65
T_00472,101.085,101.4647,100.8932,101.2604,9.02
T_00473,101.2604,101.4456,101.2386,101.3184,6.88
T_00474,101.3184,101.4245,101.1635,101.4034,7.38
T_00475,101.4034,101.5504,101.1292,101.5227,8.0
T_00476,101.5227,101.5465,101.2775,101.408,8.24
T_00477,101.408,101.588,101.3929,101.5517,21.11
T_00478,101.5517,101.619,101.3382,101.4384,20.55
T_00479,101.4384,101.6763,101.3665,101.6401,23.78
T_00480,101.6401,101.7337,101.5056,101.5735,18.41
T_00481,101.5735,101.7073,101.5372,101.5926,15.47
T_00482,101.5926,101.6282,101.5504,101.6098,6.16
T_00483,101.6098,101.6856,101.5761,101.6302,6.22
T_00484,101.6302,101.6895,101.584,101.6038,6.63
T_00485,101.6038,101.6862,101.4647,101.5175,7.72
T_00486,101.5175,101.6091,101.4621,101.4865,6.73
T_00487,101.4865,101.7165,101.1622,101.3982,7.77
