rank_pnl,trade_id,symbol,direction,entry_time_thai,thai_hour,is_user_online,schedule_status,hypothetical_net_pnl_thb,outcome,mae_pct,mfe_pct
65,GBPUSD_BASE_50,GBPUSD,SHORT,2020-02-25 19:00:00,19,True,ONLINE_CAPTURED,446.7,WIN,0.317,1.095
66,BTCUSD_BASE_1423,BTCUSD,SHORT,2025-08-10 04:00:00,4,False,OFFLINE_MISSED,443.56,WIN,0.432,1.54
67,BTCUSD_BASE_829,BTCUSD,LONG,2023-04-03 18:00:00,18,True,ONLINE_CAPTURED,441.61,WIN,0.838,3.359
68,GBPUSD_BASE_983,GBPUSD,LONG,2023-11-15 05:00:00,5,False,OFFLINE_MISSED,436.55,WIN,0.412,1.289
69,BTCUSD_BASE_1469,BTCUSD,LONG,2025-10-05 18:00:00,18,True,ONLINE_CAPTURED,428.14,WIN,0.365,1.501
70,BTCUSD_BASE_165,BTCUSD,LONG,2020-08-17 07:00:00,7,False,OFFLINE_MISSED,421.01,WIN,0.937,3.589
71,BTCUSD_BASE_859,BTCUSD,LONG,2023-05-12 10:00:00,10,True,ONLINE_CAPTURED,420.84,WIN,0.664,2.85
72,GBPUSD_BASE_180,GBPUSD,SHORT,2020-09-04 22:00:00,22,False,OFFLINE_MISSED,415.2,WIN,0.312,0.93
73,GBPUSD_BASE_340,GBPUSD,SHORT,2021-04-24 00:00:00,0,False,OFFLINE_MISSED,410.65,WIN,0.282,0.896
74,BTCUSD_BASE_427,BTCUSD,SHORT,2021-08-30 21:00:00,21,True,ONLINE_CAPTURED,407.65,WIN,1.062,3.113
75,GBPUSD_BASE_507,GBPUSD,SHORT,2021-12-31 09:00:00,9,True,ONLINE_CAPTURED,405.05,WIN,0.309,1.084
76,BTCUSD_BASE_57,BTCUSD,SHORT,2020-03-08 18:00:00,18,True,ONLINE_CAPTURED,391.28,WIN,2.275,7.385
77,BTCUSD_BASE_1090,BTCUSD,SHORT,2024-04-16 02:00:00,2,False,OFFLINE_MISSED,388.88,WIN,0.571,1.556
78,BTCUSD_BASE_509,BTCUSD,LONG,2022-01-03 13:00:00,13,True,ONLINE_CAPTURED,384.98,WIN,1.03,3.596
79,BTCUSD_BASE_47,BTCUSD,SHORT,2020-02-20 12:00:00,12,True,ONLINE_CAPTURED,377.26,WIN,2.025,7.541
80,BTCUSD_BASE_439,BTCUSD,SHORT,2021-09-14 20:00:00,20,True,ONLINE_CAPTURED,375.73,WIN,0.939,2.956
81,BTCUSD_BASE_31,BTCUSD,LONG,2020-02-02 19:00:00,19,True,ONLINE_CAPTURED,362.55,WIN,3.939,12.013
82,BTCUSD_BASE_267,BTCUSD,SHORT,2021-01-10 23:00:00,23,False,OFFLINE_MISSED,355.55,WIN,0.824,2.073
83,BTCUSD_BASE_121,BTCUSD,LONG,2020-06-12 12:00:00,12,True,ONLINE_CAPTURED,354.12,WIN,1.24,3.532
84,BTCUSD_BASE_113,BTCUSD,LONG,2020-06-04 15:00:00,15,True,ONLINE_CAPTURED,353.08,WIN,1.205,3.534
85,BTCUSD_BASE_788,BTCUSD,LONG,2023-01-30 02:00:00,2,False,OFFLINE_MISSED,350.17,WIN,1.415,3.778
86,BTCUSD_BASE_322,BTCUSD,LONG,2021-03-24 23:00:00,23,False,OFFLINE_MISSED,342.45,WIN,0.915,2.349
87,BTCUSD_BASE_909,BTCUSD,LONG,2023-07-20 06:00:00,6,False,OFFLINE_MISSED,328.64,WIN,0.821,1.871
88,BTCUSD_BASE_798,BTCUSD,SHORT,2023-02-18 20:00:00,20,True,ONLINE_CAPTURED,317.92,WIN,2.098,5.01
89,BTCUSD_BASE_672,BTCUSD,SHORT,2022-08-25 15:00:00,15,True,ONLINE_CAPTURED,312.86,WIN,0.69,2.023
90,BTCUSD_BASE_690,BTCUSD,LONG,2022-09-20 22:00:00,22,False,OFFLINE_MISSED,312.44,WIN,0.734,1.783
91,BTCUSD_BASE_1120,BTCUSD,SHORT,2024-05-26 15:00:00,15,True,ONLINE_CAPTURED,299.02,WIN,0.425,1.09
92,BTCUSD_BASE_828,BTCUSD,SHORT,2023-04-01 06:00:00,6,False,OFFLINE_MISSED,298.08,WIN,1.02,2.245
93,GBPUSD_BASE_1353,GBPUSD,LONG,2025-05-05 22:00:00,22,False,OFFLINE_MISSED,295.15,WIN,0.452,0.946
94,BTCUSD_BASE_794,BTCUSD,SHORT,2023-02-06 19:00:00,19,True,ONLINE_CAPTURED,287.14,WIN,1.349,3.313
95,BTCUSD_BASE_1174,BTCUSD,LONG,2024-08-02 06:00:00,6,False,OFFLINE_MISSED,285.68,WIN,0.357,0.96
96,GBPUSD_BASE_999,GBPUSD,SHORT,2023-12-07 08:00:00,8,False,OFFLINE_MISSED,284.3,WIN,0.352,0.829
97,BTCUSD_BASE_709,BTCUSD,SHORT,2022-10-11 13:00:00,13,True,ONLINE_CAPTURED,284.23,WIN,0.595,1.684
98,BTCUSD_BASE_55,BTCUSD,SHORT,2020-03-04 02:00:00,2,False,OFFLINE_MISSED,280.06,WIN,2.301,4.808
99,USDJPY_BASE_618,USDJPY,LONG,2022-06-06 11:00:00,11,True,ONLINE_CAPTURED,278.87,WIN,0.323,10.823
100,BTCUSD_BASE_244,BTCUSD,SHORT,2020-12-02 15:00:00,15,True,ONLINE_CAPTURED,269.32,WIN,0.641,1.695
101,GBPUSD_BASE_446,GBPUSD,LONG,2021-09-22 20:00:00,20,True,ONLINE_CAPTURED,260.15,WIN,0.306,0.645
102,BTCUSD_BASE_1455,BTCUSD,SHORT,2025-09-21 05:00:00,5,False,OFFLINE_MISSED,252.84,WIN,0.448,0.868
103,BTCUSD_BASE_532,BTCUSD,LONG,2022-02-01 21:00:00,21,True,ONLINE_CAPTURED,250.4,WIN,1.333,2.542
104,BTCUSD_BASE_77,BTCUSD,SHORT,2020-04-08 16:00:00,16,False,OFFLINE_MISSED,247.34,WIN,1.808,3.696
105,BTCUSD_BASE_35,BTCUSD,LONG,2020-02-09 21:00:00,21,True,ONLINE_CAPTURED,223.82,WIN,2.546,5.246
106,BTCUSD_BASE_963,BTCUSD,LONG,2023-10-17 19:00:00,19,True,ONLINE_CAPTURED,222.06,WIN,0.666,1.322
107,GBPUSD_BASE_1137,GBPUSD,LONG,2024-06-10 19:00:00,19,True,ONLINE_CAPTURED,221.3,WIN,0.311,0.629
108,BTCUSD_BASE_1492,BTCUSD,SHORT,2025-11-01 07:00:00,7,False,OFFLINE_MISSED,217.57,WIN,0.41,0.749
109,BTCUSD_BASE_1002,BTCUSD,LONG,2023-12-18 09:00:00,9,True,ONLINE_CAPTURED,217.02,WIN,0.484,0.972
110,GBPUSD_BASE_489,GBPUSD,LONG,2021-12-02 15:00:00,15,True,ONLINE_CAPTURED,211.85,WIN,0.288,0.543
111,BTCUSD_BASE_1392,BTCUSD,SHORT,2025-06-29 21:00:00,21,True,ONLINE_CAPTURED,209.89,WIN,0.381,0.728
112,BTCUSD_BASE_434,BTCUSD,LONG,2021-09-06 09:00:00,9,True,ONLINE_CAPTURED,201.73,WIN,0.845,1.647
113,BTCUSD_BASE_1539,BTCUSD,LONG,2025-12-26 02:00:00,2,False,OFFLINE_MISSED,196.35,WIN,0.317,0.747
114,BTCUSD_BASE_1253,BTCUSD,LONG,2024-11-25 16:00:00,16,False,OFFLINE_MISSED,193.29,WIN,0.377,0.596
115,BTCUSD_BASE_150,BTCUSD,LONG,2020-07-28 17:00:00,17,True,ONLINE_CAPTURED,192.6,WIN,1.305,1.879
116,GBPUSD_BASE_613,GBPUSD,LONG,2022-05-30 13:00:00,13,True,ONLINE_CAPTURED,192.25,WIN,0.304,0.495
117,GBPUSD_BASE_154,GBPUSD,LONG,2020-08-05 12:00:00,12,True,ONLINE_CAPTURED,188.75,WIN,0.254,0.442
118,BTCUSD_BASE_769,BTCUSD,SHORT,2023-01-09 16:00:00,16,False,OFFLINE_MISSED,185.5,WIN,1.077,1.695
119,GBPUSD_BASE_171,GBPUSD,SHORT,2020-08-26 02:00:00,2,False,OFFLINE_MISSED,184.2,WIN,0.256,0.424
120,BTCUSD_BASE_365,BTCUSD,LONG,2021-06-04 14:00:00,14,True,ONLINE_CAPTURED,184.08,WIN,0.778,1.35
121,US500_BASE_939,US500,LONG,2023-08-30 18:00:00,18,True,ONLINE_CAPTURED,182.37,WIN,0.421,12.99
122,GBPUSD_BASE_1085,GBPUSD,SHORT,2024-04-08 13:00:00,13,True,ONLINE_CAPTURED,181.4,WIN,0.358,0.536
123,BTCUSD_BASE_1297,BTCUSD,SHORT,2025-02-06 02:00:00,2,False,OFFLINE_MISSED,178.6,WIN,0.404,0.524
124,BTCUSD_BASE_381,BTCUSD,LONG,2021-06-29 23:00:00,23,False,OFFLINE_MISSED,171.13,WIN,1.005,1.332
125,BTCUSD_BASE_51,BTCUSD,LONG,2020-02-26 23:00:00,23,False,OFFLINE_MISSED,166.47,WIN,2.043,3.28
126,GBPUSD_BASE_772,GBPUSD,SHORT,2023-01-12 15:00:00,15,True,ONLINE_CAPTURED,163.9,WIN,0.316,0.442
127,BTCUSD_BASE_1235,BTCUSD,SHORT,2024-11-01 16:00:00,16,False,OFFLINE_MISSED,159.94,WIN,0.367,0.523
128,BTCUSD_BASE_976,BTCUSD,LONG,2023-11-07 15:00:00,15,True,ONLINE_CAPTURED,157.03,WIN,0.751,0.911
129,BTCUSD_BASE_1213,BTCUSD,SHORT,2024-09-26 16:00:00,16,False,OFFLINE_MISSED,156.16,WIN,0.356,0.556
130,BTCUSD_BASE_7,BTCUSD,LONG,2020-01-12 16:00:00,16,False,OFFLINE_MISSED,154.92,WIN,3.901,5.165
131,BTCUSD_BASE_612,BTCUSD,LONG,2022-05-27 16:00:00,16,False,OFFLINE_MISSED,154.32,WIN,0.852,1.251
132,BTCUSD_BASE_480,BTCUSD,LONG,2021-11-19 20:00:00,20,True,ONLINE_CAPTURED,153.99,WIN,1.054,1.313
133,GBPUSD_BASE_1034,GBPUSD,SHORT,2024-01-25 16:00:00,16,False,OFFLINE_MISSED,145.7,WIN,0.364,0.444
134,GBPUSD_BASE_210,GBPUSD,SHORT,2020-10-20 11:00:00,11,True,ONLINE_CAPTURED,142.9,WIN,0.3,0.342
135,BTCUSD_BASE_871,BTCUSD,SHORT,2023-05-25 14:00:00,14,True,ONLINE_CAPTURED,131.93,WIN,0.617,0.867
136,USDJPY_BASE_1104,USDJPY,SHORT,2024-05-01 10:00:00,10,True,ONLINE_CAPTURED,129.7,WIN,0.403,5.542
137,US500_BASE_1234,US500,LONG,2024-10-28 14:00:00,14,True,ONLINE_CAPTURED,123.79,WIN,0.337,7.325
138,GBPUSD_BASE_1176,GBPUSD,LONG,2024-08-06 07:00:00,7,False,OFFLINE_MISSED,115.25,WIN,0.361,0.357
139,BTCUSD_BASE_12,BTCUSD,SHORT,2020-01-15 10:00:00,10,True,ONLINE_CAPTURED,110.41,WIN,3.46,3.648
140,BTCUSD_BASE_1346,BTCUSD,SHORT,2025-04-23 07:00:00,7,False,OFFLINE_MISSED,107.77,WIN,0.442,0.391
141,GBPUSD_BASE_1301,GBPUSD,LONG,2025-02-12 10:00:00,10,True,ONLINE_CAPTURED,106.5,WIN,0.331,0.341
142,BTCUSD_BASE_1236,BTCUSD,LONG,2024-11-06 09:00:00,9,True,ONLINE_CAPTURED,104.89,WIN,0.394,0.354
143,US500_BASE_957,US500,SHORT,2023-09-29 21:00:00,21,True,ONLINE_CAPTURED,101.37,WIN,0.334,6.735
144,US500_BASE_319,US500,LONG,2021-03-22 19:00:00,19,True,ONLINE_CAPTURED,99.45,WIN,0.654,9.777
145,GBPUSD_BASE_933,GBPUSD,LONG,2023-08-21 06:00:00,6,False,OFFLINE_MISSED,98.8,WIN,0.335,0.296
146,GBPUSD_BASE_1427,GBPUSD,LONG,2025-08-15 19:00:00,19,True,ONLINE_CAPTURED,98.1,WIN,0.412,0.352
147,USDJPY_BASE_303,USDJPY,LONG,2021-03-04 00:00:00,0,False,OFFLINE_MISSED,92.8,WIN,0.383,3.216
148,BTCUSD_BASE_1410,BTCUSD,LONG,2025-07-24 08:00:00,8,False,OFFLINE_MISSED,89.31,WIN,0.462,0.345
149,BTCUSD_BASE_412,BTCUSD,SHORT,2021-08-08 13:00:00,13,True,ONLINE_CAPTURED,86.48,WIN,0.722,0.7
150,BTCUSD_BASE_877,BTCUSD,LONG,2023-06-05 16:00:00,16,False,OFFLINE_MISSED,84.13,WIN,0.702,0.606
151,BTCUSD_BASE_638,BTCUSD,LONG,2022-07-11 07:00:00,7,False,OFFLINE_MISSED,83.47,WIN,0.75,0.573
152,GBPUSD_BASE_40,GBPUSD,SHORT,2020-02-14 08:00:00,8,False,OFFLINE_MISSED,77.8,WIN,0.313,0.207
153,US500_BASE_674,US500,SHORT,2022-08-26 19:00:00,19,True,ONLINE_CAPTURED,76.75,WIN,0.401,6.031
154,GBPUSD_BASE_1013,GBPUSD,SHORT,2024-01-03 03:00:00,3,False,OFFLINE_MISSED,76.75,WIN,0.282,0.248
155,BTCUSD_BASE_1045,BTCUSD,LONG,2024-02-12 02:00:00,2,False,OFFLINE_MISSED,76.46,WIN,0.503,0.373
156,BTCUSD_BASE_1063,BTCUSD,SHORT,2024-02-28 19:00:00,19,True,ONLINE_CAPTURED,72.61,WIN,0.522,0.367
157,USDJPY_BASE_713,USDJPY,LONG,2022-10-19 22:00:00,22,False,OFFLINE_MISSED,72.1,WIN,0.372,2.725
158,BTCUSD_BASE_500,BTCUSD,SHORT,2021-12-19 21:00:00,21,True,ONLINE_CAPTURED,71.52,WIN,1.034,0.651
159,US500_BASE_684,US500,LONG,2022-09-12 17:00:00,17,True,ONLINE_CAPTURED,70.69,WIN,0.426,5.883
160,USDJPY_BASE_1359,USDJPY,LONG,2025-05-14 01:00:00,1,False,OFFLINE_MISSED,70.3,WIN,0.489,3.555
161,BTCUSD_BASE_391,BTCUSD,SHORT,2021-07-11 07:00:00,7,False,OFFLINE_MISSED,69.86,WIN,0.783,0.583
162,USDJPY_BASE_414,USDJPY,SHORT,2021-08-11 10:00:00,10,True,ONLINE_CAPTURED,69.4,WIN,0.352,2.85
163,USDJPY_BASE_355,USDJPY,SHORT,2021-05-17 21:00:00,21,True,ONLINE_CAPTURED,67.6,WIN,0.327,2.682
164,USDJPY_BASE_1283,USDJPY,LONG,2025-01-14 11:00:00,11,True,ONLINE_CAPTURED,67.15,WIN,0.352,3.286
165,USDJPY_BASE_1312,USDJPY,SHORT,2025-02-27 15:00:00,15,True,ONLINE_CAPTURED,64.22,WIN,0.389,3.253
166,USDJPY_BASE_436,USDJPY,SHORT,2021-09-09 16:00:00,16,False,OFFLINE_MISSED,64.0,WIN,0.369,2.835
167,USDJPY_BASE_1132,USDJPY,LONG,2024-06-05 11:00:00,11,True,ONLINE_CAPTURED,64.0,WIN,0.369,3.178
168,USDJPY_BASE_795,USDJPY,LONG,2023-02-07 00:00:00,0,False,OFFLINE_MISSED,62.42,WIN,0.331,2.483
169,USDJPY_BASE_142,USDJPY,SHORT,2020-07-15 18:00:00,18,True,ONLINE_CAPTURED,61.97,WIN,0.402,2.754
170,US500_BASE_1263,US500,LONG,2024-12-11 08:00:00,8,False,OFFLINE_MISSED,59.14,WIN,0.297,3.567
171,BTCUSD_BASE_343,BTCUSD,LONG,2021-04-29 18:00:00,18,True,ONLINE_CAPTURED,58.49,WIN,0.775,0.477
172,BTCUSD_BASE_980,BTCUSD,LONG,2023-11-12 04:00:00,4,False,OFFLINE_MISSED,57.8,WIN,0.73,0.369
173,USDJPY_BASE_245,USDJPY,LONG,2020-12-04 01:00:00,1,False,OFFLINE_MISSED,56.13,WIN,0.43,2.225
174,BTCUSD_BASE_205,BTCUSD,LONG,2020-10-13 13:00:00,13,True,ONLINE_CAPTURED,54.54,WIN,0.705,0.438
175,GBPUSD_BASE_938,GBPUSD,LONG,2023-08-28 14:00:00,14,True,ONLINE_CAPTURED,49.8,WIN,0.313,0.164
176,BTCUSD_BASE_1041,BTCUSD,LONG,2024-02-06 16:00:00,16,False,OFFLINE_MISSED,49.79,WIN,0.562,0.261
177,BTCUSD_BASE_1488,BTCUSD,LONG,2025-10-28 12:00:00,12,True,ONLINE_CAPTURED,49.61,WIN,0.414,0.203
178,GBPUSD_BASE_290,GBPUSD,SHORT,2021-02-09 12:00:00,12,True,ONLINE_CAPTURED,49.1,WIN,0.233,0.137
179,USDJPY_BASE_1254,USDJPY,LONG,2024-11-26 17:00:00,17,True,ONLINE_CAPTURED,48.47,WIN,0.338,2.489
180,USDJPY_BASE_882,USDJPY,SHORT,2023-06-14 20:00:00,20,True,ONLINE_CAPTURED,48.25,WIN,0.525,2.271
181,US500_BASE_1338,US500,LONG,2025-04-09 21:00:00,21,True,ONLINE_CAPTURED,47.2,WIN,0.443,2.991
182,BTCUSD_BASE_344,BTCUSD,LONG,2021-05-03 05:00:00,5,False,OFFLINE_MISSED,47.19,WIN,0.786,0.402
183,BTCUSD_BASE_512,BTCUSD,SHORT,2022-01-08 12:00:00,12,True,ONLINE_CAPTURED,44.05,WIN,0.999,0.495
184,USDJPY_BASE_1011,USDJPY,SHORT,2023-12-28 02:00:00,2,False,OFFLINE_MISSED,41.05,WIN,0.346,1.856
185,BTCUSD_BASE_1050,BTCUSD,SHORT,2024-02-16 20:00:00,20,True,ONLINE_CAPTURED,40.47,WIN,0.52,0.224
186,USDJPY_BASE_1484,USDJPY,SHORT,2025-10-23 23:00:00,23,False,OFFLINE_MISSED,40.15,WIN,0.509,2.683
187,US500_BASE_1255,US500,LONG,2024-11-27 17:00:00,17,True,ONLINE_CAPTURED,39.96,WIN,0.254,2.652
188,USDJPY_BASE_328,USDJPY,SHORT,2021-04-07 14:00:00,14,True,ONLINE_CAPTURED,38.57,WIN,0.297,1.573
189,USDJPY_BASE_856,USDJPY,SHORT,2023-05-10 07:00:00,7,False,OFFLINE_MISSED,38.35,WIN,0.31,1.865
190,USDJPY_BASE_87,USDJPY,SHORT,2020-04-27 13:00:00,13,True,ONLINE_CAPTURED,36.55,WIN,0.277,1.86
191,GBPUSD_BASE_1031,GBPUSD,LONG,2024-01-24 01:00:00,1,False,OFFLINE_MISSED,36.15,WIN,0.315,0.137
192,USDJPY_BASE_118,USDJPY,LONG,2020-06-09 15:00:00,15,True,ONLINE_CAPTURED,36.1,WIN,0.369,1.807
